Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Community Services,Awards / Prizes,D3705,18/10/2016,46291401 - 1,5000,Revenue,20009538,CUTTESLOWE COMMUNITY ASSOCIATION
OCC,Community Services,Temporary Bureau Staffing,A0108,18/10/2016,46291412 - 4,3720.2,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,18/10/2016,46291412 - 5,935.58,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,18/10/2016,46291412 - 36,790.28,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Grants,D3701,08/11/2016,46291438 - 1,500,Revenue,20007578,BBOWT
OCC,Community Services,Grants,D3701,25/10/2016,46291439 - 1,500,Revenue,20009847,DOVECOTE VOLUNTARY PARENT COMMITTEE
OCC,Community Services,Grants,D3701,25/10/2016,46291440 - 1,1500,Revenue,20009501,THE LEYS CDI
OCC,Community Services,Grants,D3701,25/10/2016,46291441 - 1,19510,Revenue,20010077,"BLACKBIRD LEYS N""HOOD SUPPORT SCHEME"
OCC,Community Services,Grants,D3701,25/10/2016,46291449 - 1,1500,Revenue,20019320,HOST OXFORD LTD
OCC,Community Services,Grants,D3701,25/10/2016,46291452 - 1,19405.75,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Community Services,Grants,D3701,25/10/2016,46291453 - 1,5000,Revenue,20014454,EMMAUS OXFORD (STORE) LIMITED
OCC,Community Services,Grants,D3701,25/10/2016,46291454 - 1,3125,Revenue,20016020,BIG ISSUE FOUNDATION
OCC,Community Services,Grants,D3701,25/10/2016,46291455 - 1,13750,Revenue,20004327,THE PORCH
OCC,Community Services,Grants,D3701,25/10/2016,46291456 - 1,13750,Revenue,20004327,THE PORCH
OCC,Community Services,Grants,D3701,25/10/2016,46291458 - 1,500,Revenue,20010162,OXFORD FRIEND
OCC,Community Services,Grants,D3701,25/10/2016,46291459 - 1,1000,Revenue,20016573,COMMUNITY EMERGENCY FOODBANK
OCC,Community Services,Grants,D3701,25/10/2016,46291467 - 1,8907.5,Revenue,20004323,ELMORE COMMUNITY SERVICES
OCC,Community Services,Grants,D3701,25/10/2016,46291469 - 1,9000,Revenue,20009134,OXFORD PLAYHOUSE TRUST
OCC,Community Services,Grants,D3701,25/10/2016,46291472 - 1,1500,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,Grants,D3701,15/11/2016,46291474 - 1,1029.62,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Community Services,Contributions,D3702,08/11/2016,46291514 - 1,500,Revenue,20017842,WOLVERCOTE YOUNG PEOPLES CLUB LTD
OCC,Community Services,Contributions,D3702,01/11/2016,46291516 - 1,500,Revenue,20009538,CUTTESLOWE COMMUNITY ASSOCIATION
OCC,Community Services,Contributions,D3702,01/11/2016,46291528 - 1,500,Revenue,20017627,INNOVISTA INTERNATIONAL
OCC,Community Services,Grants,D3701,01/11/2016,46291530 - 1,599,Revenue,20007299,RESTORE LTD
OCC,Community Services,Grants,D3701,01/11/2016,46291531 - 1,21869.5,Revenue,20009161,ROSE HILL & DONNINGTON ADVICE CENTRE LTD
OCC,Community Services,Grants,D3701,01/11/2016,46291532 - 1,1000,Revenue,20017842,WOLVERCOTE YOUNG PEOPLES CLUB LTD
OCC,Community Services,Grants,D3701,01/11/2016,46291533 - 1,2000,Revenue,20017749,YELLOW SUBMARINE
OCC,Community Services,Grants,D3701,01/11/2016,46291535 - 1,28627.75,Revenue,20009163,OXFORD COMMUNITY WORK AGENCY L
OCC,Community Services,Grants,D3701,01/11/2016,46291536 - 1,1000,Revenue,20017627,INNOVISTA INTERNATIONAL
OCC,Community Services,Grants,D3701,15/11/2016,46291538 - 1,2495,Revenue,20013670,RESOURCE FUTURES LTD
OCC,Community Services,Grants,D3701,01/11/2016,46291539 - 1,2324,Revenue,20002085,FUSION-OXFORD'S COMMUNITY ARTS AGENCY LIMITED
OCC,Community Services,Grants,D3701,01/11/2016,46291540 - 1,2500,Revenue,20002063,BARTON COMMUNITY ASSOCIATION
OCC,Community Services,Grants,D3701,01/11/2016,46291541 - 1,906,Revenue,20016384,OXFORD 50+ NETWORK
OCC,Community Services,Grants,D3701,08/11/2016,46291586 - 1,2488,Revenue,20014691,BARTON COMMUNITY ASSOCIATION CAFE - EATWELLS
OCC,Community Services,Grants,D3701,08/11/2016,46291588 - 1,1000,Revenue,20016440,ARTS AT THE OLD FIRE STATION
OCC,Community Services,Grants,D3701,15/11/2016,46291589 - 1,500,Revenue,20015250,OXFORD PHILHARMONIC ORCHESTRA TRUST
OCC,Community Services,Grants,D3701,08/11/2016,46291590 - 1,1000,Revenue,20009649,BARTON UNITED FOOTBALL CLUB
OCC,Community Services,Grants,D3701,08/11/2016,46291595 - 1,1000,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,15/11/2016,46291606 - 1,4000,Revenue,20010170,CONNECTION SUPPORT
OCC,Community Services,Grants,D3701,08/11/2016,46291623 - 1,1000,Revenue,20011696,THE OXFORD TRUST
OCC,Community Services,Grants,D3701,15/11/2016,46291624 - 1,1500,Revenue,20019273,VIVA NETWORK
OCC,Community Services,Contributions,D3702,15/11/2016,46291690 - 1,600,Revenue,20008780,LEYS NEWS LTD
OCC,Community Services,Contributions,D3702,15/11/2016,46291691 - 1,600,Revenue,20008780,LEYS NEWS LTD
OCC,Community Services,Grants,D3701,22/11/2016,46291728 - 1,2497,Revenue,20019382,GETTING HEARD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291744 - 26,546.13,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291751 - 1,1021.23,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291751 - 2,1016.23,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291751 - 3,273.3,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291751 - 13,1236.03,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 1,2303.34,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 2,2.56,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 3,1658.22,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 19,2395.25,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Grants,D3701,29/11/2016,46291782 - 1,2000,Revenue,20008209,DONNINGTON DOORSTEP
OCC,Community Services,General Contracted Services,D3401,29/11/2016,46291840 - 1,835.2,Revenue,20015339,THE GROUNDWORK SOUTH TRUST LTD
OCC,Community Services,Grants,D3701,29/11/2016,46291844 - 1,500,Revenue,20018506,WORD FOUNTAIN FELLOWSHIP-FAMILY
OCC,Community Services,Grants,D3701,29/11/2016,46291845 - 1,1000,Revenue,20008142,TRAX
OCC,Community Services,Grants,D3701,29/11/2016,46291846 - 1,1094.7,Revenue,20017627,INNOVISTA INTERNATIONAL
OCC,Community Services,Grants,D3701,06/12/2016,46291940 - 1,3000,Revenue,20009385,THE PARASOL PROJECT
OCC,Community Services,Grants,D3701,06/12/2016,46291941 - 1,7000,Revenue,20002085,FUSION-OXFORD'S COMMUNITY ARTS AGENCY LIMITED
OCC,Community Services,Services Maintenance (Planned),B1103,06/12/2016,46291951 - 1,1848,Revenue,20000249,SSE CONTRACTING LTD
OCC,Community Services,Grants,D3701,06/12/2016,46291960 - 1,10934,Revenue,20009163,OXFORD COMMUNITY WORK AGENCY L
OCC,Community Services,Consultants Fees,D3411,28/12/2016,46291988 - 2,57,Revenue,20011499,TOPS
OCC,Community Services,Temporary Bureau Staffing,A0108,20/12/2016,46291992 - 1,2009.29,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,20/12/2016,46291992 - 2,1648.1,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,20/12/2016,46291992 - 23,2403.79,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Grants,D3701,13/12/2016,46292015 - 1,1595,Revenue,20014469,ADAM FRENCH
OCC,Community Services,Grants,D3701,13/12/2016,46292016 - 1,583.25,Revenue,20014469,ADAM FRENCH
OCC,Community Services,Grants,D3701,13/12/2016,46292017 - 1,911.9,Revenue,20014469,ADAM FRENCH
OCC,Community Services,Instructors & Coaching Fees,D3413,13/12/2016,46292021 - 1,3600,Revenue,20008603,FALCON ROWING & CANOE CLUB
OCC,Community Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 1,732.45,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Community Services,Grants,D3701,28/12/2016,46292067 - 1,500,Revenue,20017761,JACARI
OCC,Community Services,Grants,D3701,20/12/2016,46292068 - 1,1000,Revenue,20009501,THE LEYS CDI
OCC,Community Services,Grants,D3701,20/12/2016,46292074 - 1,1500,Revenue,20009385,THE PARASOL PROJECT
OCC,Community Services,Grants,D3701,28/12/2016,46292138 - 1,13725.75,Revenue,20008698,OXFORD HOMELESS PATHWAYS
OCC,Community Services,Contributions,D3702,28/12/2016,46292141 - 1,8110.75,Revenue,20008184,CITIZENS ADVICE BUREAU
OCC,Community Services,Other Insurances,D3801,28/12/2016,46292156 - 1,611,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,Electricity,B1501,11/10/2016,47016646 - 1,2882.59,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,11/10/2016,47016647 - 0,2719.15,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,11/10/2016,47016652 - 1,6138.29,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,11/10/2016,47016654 - 1,8471.61,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,11/10/2016,47016656 - 1,1169.41,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,11/10/2016,47016663 - 0,5357.42,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,11/10/2016,47016679 - 0,12474.17,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,11/10/2016,47016684 - 1,3147.64,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,11/10/2016,47016688 - 1,1166.83,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,11/10/2016,47016689 - 0,1234.21,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,11/10/2016,47016692 - 1,539.9,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,11/10/2016,47016694 - 1,2144.97,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,18/10/2016,47016732 - 1,1079.73,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Electricity,B1501,18/10/2016,47016768 - 0,1199.23,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Water & Sewerage Charges,B1830,01/11/2016,47017202 - 1,714.21,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Community Services,Gas,B1502,08/11/2016,47017241 - 0,3446.51,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,08/11/2016,47017244 - 1,5493.43,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,08/11/2016,47017245 - 0,1284.59,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,08/11/2016,47017249 - 0,3202.44,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,08/11/2016,47017255 - 0,2361.33,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,08/11/2016,47017256 - 1,1202.41,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,08/11/2016,47017258 - 1,11947.81,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,08/11/2016,47017261 - 0,5616.28,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,08/11/2016,47017282 - 0,1280.69,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Gas,B1502,08/11/2016,47017285 - 1,826.29,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,08/11/2016,47017290 - 0,2937.23,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,08/11/2016,47017295 - 1,8172.78,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,08/11/2016,47017297 - 0,1336.92,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Community Services,Electricity,B1501,22/11/2016,47017392 - 1,1854.14,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Water & Sewerage Charges,B1830,22/11/2016,47017459 - 0,1688.28,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Community Services,Water & Sewerage Charges,B1830,29/11/2016,47017636 - 1,553.93,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Community Services,Electricity,B1501,20/12/2016,47017709 - 1,843.14,Revenue,20007269,E.ON
OCC,Community Services,Electricity,B1501,28/12/2016,47017839 - 0,7195.56,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,28/12/2016,47017840 - 1,9798.11,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,28/12/2016,47017841 - 0,7263.37,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,28/12/2016,47017842 - 1,10752.55,Revenue,20011411,NPOWER
OCC,Community Services,Main Contractor,Y021,01/12/2016,48021432 - 1,2881.55,Capital,20016787,WILLMOTT DIXON CONSTRUCTION LTD
OCC,Community Services,Miscellaneous Fees,Y173,04/10/2016,48021776 - 1,1799.5,Capital,20000000,GENERAL EXPENSES
OCC,Community Services,Miscellaneous Fees,Y173,11/10/2016,48021781 - 1,685.4,Capital,20000000,GENERAL EXPENSES
OCC,Community Services,Direct Services,Y237,15/11/2016,48021787 - 1,3490.64,Capital,20006023,SOUTHERN ELECTRIC POWER DIST. PLC
OCC,Community Services,Main Contractor,Y021,29/11/2016,48021792 - 1,879.25,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
OCC,Community Services,Main Contractor,Y021,29/11/2016,48021793 - 1,998.4,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
OCC,Community Services,Main Contractor,Y021,29/11/2016,48021795 - 1,1161.6,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
OCC,Community Services,Main Contractor,Y021,29/11/2016,48021798 - 1,950.4,Capital,20015339,THE GROUNDWORK SOUTH TRUST LTD
OCC,Community Services,Consultants Fees - Legal,Y166,28/12/2016,48021803 - 1,4123,Capital,20008797,"KNIGHTS PROFESSIONAL SERVICES LTD.,"
OCC,Direct Services,Rent,B1701,11/10/2016,1031320 - 1,22210.5,Revenue,20019125,PEARTREE OXFORD LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,11/10/2016,1031344 - 1,4979.8,Revenue,20015438,WYG ENVIRONMENT PLANNING TRANSPORT LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,20/12/2016,1031353 - 3,27.5,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
OCC,Direct Services,Reactive Maintenance & Minor Repairs,B1101,25/10/2016,1031500 - 0,1394,Revenue,20012779,ELECTRICAL TESTING LTD
OCC,Direct Services,Short Courses,A0622,04/10/2016,1031518 - 0,560,Revenue,20018213,VEHICLE TECHNOLOGY SOLUTIONS LTD
OCC,Direct Services,Hardware Purchase,D3520,04/10/2016,1031578 - 0,968.9,Revenue,20002302,MISCO
OCC,Direct Services,Postage & Carriage,D3501,04/10/2016,1031578 - 1,11.99,Revenue,20002302,MISCO
OCC,Direct Services,Temporary Bureau Staffing,A0108,04/10/2016,1031758 - 0,543.53,Revenue,20018034,COMPLETE TREE CARE LTD
OCC,Direct Services,Materials,D3021,11/10/2016,1031780 - 0,740,Revenue,20002467,AWBS LTD
OCC,Direct Services,General Contracted Services,D3401,18/10/2016,1031784 - 0,5905,Revenue,20008181,EXECUTIVE ALARMS LTD
OCC,Direct Services,Subscriptions,D3703,11/10/2016,1031786 - 0,66,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,11/10/2016,1031786 - 1,214,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,11/10/2016,1031786 - 2,214,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,11/10/2016,1031786 - 3,214,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,11/10/2016,1031786 - 4,214,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Subscriptions,D3703,11/10/2016,1031786 - 5,214,Revenue,20008667,BRITISH PARKING ASSOCIATION
OCC,Direct Services,Short Courses,A0622,11/10/2016,1031803 - 0,3570,Revenue,20015755,JLD DRIVER TRAINING LTD
OCC,Direct Services,Short Courses,A0622,04/10/2016,1031804 - 0,925,Revenue,20016376,ASBESTOS TRAINING LTD
OCC,Direct Services,Licences (Non-Transport),D3804,11/10/2016,1031822 - 0,2934,Revenue,20010153,CIVICA UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,1031849 - 0,1540,Revenue,20008377,FLEET (LINE MARKERS) LTD
OCC,Direct Services,General Stationery Supplies,D3301,04/10/2016,1031874 - 0,441.72,Revenue,20007849,LYRECO UK LTD
OCC,Direct Services,Site Clearance,B1002,18/10/2016,1031897 - 0,3800,Revenue,20012854,E.  S.  HAWES
OCC,Direct Services,Site Clearance,B1002,04/10/2016,1031898 - 0,850,Revenue,20012854,E.  S.  HAWES
OCC,Direct Services,Materials,D3021,04/10/2016,1031903 - 0,658,Revenue,20002467,AWBS LTD
OCC,Direct Services,Short Courses,A0622,11/10/2016,1031914 - 0,2775,Revenue,20016376,ASBESTOS TRAINING LTD
OCC,Direct Services,Materials,D3021,08/11/2016,1031919 - 1,727.95,Revenue,20011174,KILLGERM CHEMICALS LIMITED
OCC,Direct Services,Short Courses,A0622,04/10/2016,1031924 - 0,2400,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,Short Courses,A0622,04/10/2016,1031925 - 0,1625,Revenue,20017566,OXFORD ENERGY ACADEMY LTD
OCC,Direct Services,Short Courses,A0622,18/10/2016,1031926 - 0,696.47,Revenue,20007924,SOUTH CENTRAL AMBULANCE SERVICE
OCC,Direct Services,Tools,D3023,04/10/2016,1031927 - 0,520.37,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Tools,D3023,04/10/2016,1031928 - 0,678.66,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Materials,D3021,18/10/2016,1031931 - 0,512,Revenue,20002467,AWBS LTD
OCC,Direct Services,Materials,D3021,18/10/2016,1031934 - 0,740,Revenue,20002467,AWBS LTD
OCC,Direct Services,Tools,D3023,11/10/2016,1031943 - 0,607.51,Revenue,20002034,ARCO LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,29/11/2016,1031974 - 0,640,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,11/10/2016,1031975 - 0,930.6,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,04/10/2016,1032036 - 0,175,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,04/10/2016,1032037 - 0,595,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,04/10/2016,1032038 - 2,52.5,Revenue,20000210,BARKER & EVANS LTD
OCC,Direct Services,Engineering Internal Works,B1302,25/10/2016,1032050 - 0,417.57,Revenue,20002296,METRIC GROUP LIMITED
OCC,Direct Services,Hardware Purchase,D3520,25/10/2016,1032055 - 0,1050,Revenue,20002302,MISCO
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,25/10/2016,1032057 - 0,365.36,Revenue,20002034,ARCO LTD
OCC,Direct Services,Cleaning Materials,B1601,25/10/2016,1032057 - 1,189.26,Revenue,20002034,ARCO LTD
OCC,Direct Services,Materials,D3021,18/10/2016,1032059 - 0,2495.64,Revenue,20002370,RIGBY TAYLOR LTD
OCC,Direct Services,Materials,D3021,18/10/2016,1032071 - 0,429.36,Revenue,20002335,OXFORD FENCING SUPPLIES
OCC,Direct Services,Furniture & Equipment Purchase,D3001,25/10/2016,1032085 - 0,820,Revenue,20019339,THE WINDOW GLASS COMPANY (BRISTOL) LTD
OCC,Direct Services,Furniture & Equipment Purchase,D3001,25/10/2016,1032085 - 1,80,Revenue,20019339,THE WINDOW GLASS COMPANY (BRISTOL) LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,11/10/2016,1032086 - 0,1950,Revenue,20002110,BROXAP LIMITED
OCC,Direct Services,Materials,D3021,11/10/2016,1032088 - 0,695,Revenue,20016501,SOFT SURFACES LTD
OCC,Direct Services,General Contracted Services,D3401,25/10/2016,1032103 - 0,456.23,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,General Contracted Services,D3401,25/10/2016,1032104 - 0,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
OCC,Direct Services,Services Maintenance (Planned),B1103,11/10/2016,1032125 - 1,492.75,Revenue,20018956,BLUE MOUNTAIN WATER LTD
OCC,Direct Services,Main Contractor,Y021,25/10/2016,1032147 - 0,4405,Capital,20018680,FAST PARK SYSTEMS UK BRANCH
OCC,Direct Services,Temporary Bureau Staffing,A0108,18/10/2016,1032150 - 0,543.53,Revenue,20018034,COMPLETE TREE CARE LTD
OCC,Direct Services,Materials,D3021,11/10/2016,1032160 - 0,440,Revenue,20016691,COTSWOLD TURF SUPPLIES
OCC,Direct Services,Postage & Carriage,D3501,11/10/2016,1032160 - 1,25,Revenue,20016691,COTSWOLD TURF SUPPLIES
OCC,Direct Services,Materials,D3021,11/10/2016,1032161 - 0,1980,Revenue,20016691,COTSWOLD TURF SUPPLIES
OCC,Direct Services,Postage & Carriage,D3501,11/10/2016,1032161 - 1,50,Revenue,20016691,COTSWOLD TURF SUPPLIES
OCC,Direct Services,General Contracted Services,D3401,25/10/2016,1032173 - 0,2763.87,Revenue,20016581,JADE SECURITY SERVICES LTD
OCC,Direct Services,General Contracted Services,D3401,11/10/2016,1032181 - 0,451.54,Revenue,20008753,ORCHARD STREET FURNITURE
OCC,Direct Services,Services Maintenance (Planned),B1103,11/10/2016,1032183 - 0,882.46,Revenue,20000332,SYSTEMAIR LTD
OCC,Direct Services,Advertising & Publicity,D3802,01/11/2016,1032194 - 0,780,Revenue,20018628,ONCE CREATIVE BOX LIMITED
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,11/10/2016,1032204 - 0,1205.15,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,General Contracted Services,D3401,11/10/2016,1032224 - 0,830,Revenue,20011854,OXFORD FABRICATION LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032236 - 0,504.36,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032237 - 0,445.4,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032238 - 0,449.47,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032239 - 0,435.98,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032240 - 0,625.64,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032242 - 0,625.64,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032245 - 0,499.55,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032246 - 0,877.82,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,11/10/2016,1032247 - 0,499.55,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,28/12/2016,1032262 - 1,719.74,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,Services Maintenance (Planned),B1103,11/10/2016,1032265 - 1,8598.18,Revenue,20002351,PHS GROUP PLC
OCC,Direct Services,Materials,D3021,25/10/2016,1032269 - 0,1810.01,Revenue,20015865,SHERRIFF AMENITY
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,25/10/2016,1032295 - 0,155.52,Revenue,20002222,GRUNDON WASTE MANAGEMENT LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,25/10/2016,1032295 - 1,2116.16,Revenue,20002222,GRUNDON WASTE MANAGEMENT LTD
OCC,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,18/10/2016,1032299 - 0,481.68,Revenue,20014484,SORBUS INTERNATIONAL LIMITED
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,25/10/2016,1032316 - 1,913.75,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Short Courses,A0622,20/12/2016,1032323 - 0,740.5,Revenue,20005058,RADIODETECTION LTD
OCC,Direct Services,Tools,D3023,18/10/2016,1032348 - 0,513,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Tools,D3023,25/10/2016,1032350 - 0,565.87,Revenue,20002434,TOOLMASTER (OXFORD) LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,20/12/2016,1032354 - 1,721.6,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Tools,D3023,01/11/2016,1032356 - 0,1030.5,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,Protective Clothing,D3201,01/11/2016,1032356 - 1,424.75,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,Postage & Carriage,D3501,01/11/2016,1032356 - 2,7.5,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,Training Supplies,A0646,01/11/2016,1032356 - 3,55,Revenue,20002919,HONEY BROTHERS LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,25/10/2016,1032372 - 0,543.53,Revenue,20018034,COMPLETE TREE CARE LTD
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,25/10/2016,1032382 - 1,1397.6,Revenue,20002279,M & M SKIP HIRE LTD
