Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042464 - 0,698.75,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Main Contractor,Y021,09/01/2018,1042477 - 0,2100.00,Capital,20009730,R & R FRONTLINE SERVICES LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042492 - 0,510.49,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042495 - 0,420.00,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042523 - 0,540.00,Revenue,20010837,DICK RUDMAN
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042524 - 0,540.00,Revenue,20010837,DICK RUDMAN
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,16/01/2018,1042536 - 0,10050.00,Revenue,20018519,SCHNEIDER ELECTRIC IT UK LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042624 - 0,1370.45,Revenue,20016705,SOUTHERN ELECTRIC POWER DISTRIBUTION PLC
OCC,Housing Services,Main Contractor,Y021,16/01/2018,1042643 - 0,2100.00,Capital,20009730,R & R FRONTLINE SERVICES LTD
OCC,Housing Services,Services Maintenance (Planned),B1103,09/01/2018,1042644 - 6,7624.45,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing Services,Services Maintenance (Planned),B1103,16/01/2018,1042664 - 0,3600.00,Revenue,20015973,CBG CONSULTANTS LTD
OCC,Housing Services,Commercial Portfolio - Planned Maintenance,B2000,09/01/2018,1042677 - 0,6000.00,Revenue,20018537,AGILITY SURVEY LTD
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042702 - 1,1660.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042703 - 1,825.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042704 - 1,1560.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042705 - 1,950.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042706 - 1,950.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Business Rates/Council Tax,B1702,16/01/2018,1042711 - 1,1073.66,Revenue,20002893,CHERWELL DISTRICT COUNCIL
OCC,Housing Services,Business Rates/Council Tax,B1702,16/01/2018,1042713 - 1,1027.67,Revenue,20002893,CHERWELL DISTRICT COUNCIL
OCC,Housing Services,Temporary Bureau Staffing,A0108,16/01/2018,1042742 - 0,2300.00,Revenue,20019761,CODE RED ASSOCIATES LTD
OCC,Housing Services,Services Maintenance (Planned),B1103,16/01/2018,1042775 - 0,1675.25,Revenue,20012389,PUMPING  SOLUTIONS  (UK)  LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,23/01/2018,1042778 - 0,771.50,Revenue,20012389,PUMPING  SOLUTIONS  (UK)  LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,16/01/2018,1042780 - 0,490.00,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042795 - 0,560.00,Revenue,20000210,BARKER & EVANS LTD
OCC,Housing Services,Main Contractor,Y021,30/01/2018,1042821 - 0,2700.00,Capital,20009730,R & R FRONTLINE SERVICES LTD
OCC,Housing Services,Main Contractor,Y021,23/01/2018,1042822 - 0,2187.50,Capital,20009730,R & R FRONTLINE SERVICES LTD
OCC,Housing Services,Electrical Services (Inspections etc.),B1153,09/01/2018,1042850 - 1,386.41,Revenue,20000249,SSE CONTRACTING LTD
OCC,Housing Services,Grants,D3701,09/01/2018,1042862 - 0,161700.00,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,16/01/2018,1042893 - 0,769.00,Revenue,20017850,SAFESITE LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,16/01/2018,1042917 - 0,625.00,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Furniture & Equipment Purchase,D3001,16/01/2018,1042920 - 0,430.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,Housing Services,Furniture & Equipment Purchase,D3001,16/01/2018,1042921 - 0,430.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,Housing Services,Temporary Bureau Staffing,A0108,30/01/2018,1042928 - 0,661.25,Revenue,20019761,CODE RED ASSOCIATES LTD
OCC,Housing Services,General Contracted Services,D3401,16/01/2018,1042939 - 0,20000.00,Revenue,20013694,SHELTER
OCC,Housing Services,CBL Scheme Costs,D3015,16/01/2018,1043002 - 1,16489.20,Revenue,20010153,CIVICA UK LTD
OCC,Housing Services,Miscellaneous Fees,Y173,16/01/2018,1043037 - 0,625.20,Capital,20015469,THE CLARKSON ALLIANCE LTD
OCC,Housing Services,Counsel & External Legal Fees,D3417,23/01/2018,1043061 - 0,884.00,Revenue,20018250,PINSENT MASONS LLP
OCC,Housing Services,Lift Maintenance / Servicing,B1203,23/01/2018,1043089 - 0,5639.52,Revenue,20004165,SCHINDLER LTD
OCC,Housing Services,Furniture & Equipment Purchase,D3001,23/01/2018,1043104 - 0,630.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,23/01/2018,1043142 - 0,470.06,Revenue,20002056,B & B LOCKSMITHS
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043173 - 0,672.00,Revenue,20019314,SOLARSHIELD LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043174 - 0,703.00,Revenue,20019314,SOLARSHIELD LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043175 - 0,956.00,Revenue,20019314,SOLARSHIELD LTD
OCC,Housing Services,Main Contractor,Y021,30/01/2018,1043178 - 0,2100.00,Capital,20009730,R & R FRONTLINE SERVICES LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043269 - 0,560.00,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043274 - 0,1749.50,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
OCC,Housing Services,Services Maintenance (Planned),B1103,30/01/2018,1043295 - 5,3605.20,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043298 - 0,4180.05,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,30/01/2018,1043305 - 1,825.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,30/01/2018,1043306 - 1,1560.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Bond Payments Homeless,D3600,30/01/2018,1043307 - 1,950.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,30/01/2018,1043308 - 1,950.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,30/01/2018,1043309 - 1,1660.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Advertising & Publicity,D3802,30/01/2018,1043344 - 0,777.00,Revenue,20019703,ALVERN MEDIA LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043373 - 0,455.00,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Housing Services,Bond Payments Homeless,D3600,30/01/2018,1043381 - 0,6835.44,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,30/01/2018,1043391 - 0,843.00,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
OCC,Housing Services,Homeless Prevention,D3426,09/01/2018,46296368 - 1,925.00,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing Services,Homeless Prevention,D3426,03/01/2018,46296369 - 1,850.00,Revenue,20000018,Homelessness Holding Fee Misc Account
OCC,Housing Services,Homeless Prevention,D3426,09/01/2018,46296370 - 1,850.00,Revenue,20019671,DAVID MOORE LETTINGS LTD
OCC,Housing Services,Homeless Prevention,D3426,09/01/2018,46296371 - 1,1050.00,Revenue,20019671,DAVID MOORE LETTINGS LTD
OCC,Housing Services,Homeless Prevention,D3426,09/01/2018,46296371 - 2,120.00,Revenue,20019671,DAVID MOORE LETTINGS LTD
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,09/01/2018,46296374 - 1,791.04,Revenue,20019713,"CATHERINE STEWART, PETER, SAM & SARA FEENAN"
OCC,Housing Services,Homeless Prevention,D3426,09/01/2018,46296375 - 1,1091.04,Revenue,20010650,MR JOHN KEOWN
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,09/01/2018,46296376 - 1,3300.00,Revenue,20014513,MR M LENTHALL
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,09/01/2018,46296377 - 1,3300.00,Revenue,20015668,LINCOMBE PROPERTY SERVICES
OCC,Housing Services,Consultants Fees,D3411,16/01/2018,46296380 - 3,42.00,Revenue,20011499,TOPS
OCC,Housing Services,Homeless Prevention,D3426,09/01/2018,46296381 - 1,1280.00,Revenue,20019714,PHEASANT RETREATS LTD
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/01/2018,46296420 - 1,2722.99,Revenue,20011479,LEE  &  LINDARS  (OXFORD)  LTD.
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/01/2018,46296422 - 1,891.90,Revenue,20015217,MR PATRICK HERITAGE
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/01/2018,46296423 - 1,1500.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 8,20545.39,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Housing Services,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 20,6508.72,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,16/01/2018,46296445 - 1,4300.00,Revenue,20019832,WYN JONES
OCC,Housing Services,Grants,D3701,16/01/2018,46296453 - 1,2320.00,Revenue,20009876,REFUGEE RESOURCE
OCC,Housing Services,Grants,D3701,23/01/2018,46296472 - 1,1380.00,Revenue,20019675,BOTLEY SCHOOL
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296478 - 1,1455.09,Revenue,20019796,DAVID & CAROLINE BRANDON
OCC,Housing Services,Homeless Prevention,D3426,23/01/2018,46296482 - 1,621.30,Revenue,20012837,MR ARJ & MS SALLY ARUL
OCC,Housing Services,Homeless Prevention,D3426,23/01/2018,46296483 - 1,1334.80,Revenue,20014702,PREMIER LETTING
OCC,Housing Services,Other Miscellaneous Expenses,D3811,23/01/2018,46296517 - 1,900.00,Revenue,20009273,ASYLUM WELCOME
OCC,Housing Services,Homeless Prevention,D3426,23/01/2018,46296527 - 1,1582.08,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296528 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296529 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296530 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296531 - 1,3300.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296532 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296533 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296534 - 1,3300.00,Revenue,20019588,MR P & MRS DW DOWLEY
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296535 - 1,1920.00,Revenue,20019606,MR & MRS D BROWN
OCC,Housing Services,Homeless Prevention,D3426,23/01/2018,46296536 - 1,1091.04,Revenue,20019506,COLLEEN ASHBEE
OCC,Housing Services,Homeless Prevention,D3426,23/01/2018,46296537 - 1,996.00,Revenue,20014495,GRANDE PROPERTY SERVICES
OCC,Housing Services,Homeless Prevention,D3426,23/01/2018,46296538 - 1,1058.19,Revenue,20019831,DR O ELAGAB
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296546 - 1,1000.00,Revenue,20019837,HONGYANG QU
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296547 - 1,2550.00,Revenue,20019837,HONGYANG QU
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,23/01/2018,46296548 - 1,2550.00,Revenue,20019837,HONGYANG QU
OCC,Housing Services,Grants,D3701,30/01/2018,46296595 - 1,4500.00,Revenue,20009613,RIVER LEARNING TRUST - NEW MARSTON PRIMARY SCHOOL
OCC,Housing Services,Grants,D3701,30/01/2018,46296596 - 1,4500.00,Revenue,20009613,RIVER LEARNING TRUST - NEW MARSTON PRIMARY SCHOOL
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296599 - 1,1242.60,Revenue,20014702,PREMIER LETTING
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296600 - 1,2800.00,Revenue,20014702,PREMIER LETTING
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296601 - 1,1000.00,Revenue,20014702,PREMIER LETTING
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296602 - 1,2800.00,Revenue,20014702,PREMIER LETTING
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296636 - 1,2775.00,Revenue,20019371,MR FINBARR CALNAN
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296637 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296638 - 1,2775.00,Revenue,20015204,A B I PROPERTIES
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296640 - 1,4550.00,Revenue,20019833,STELLA BOTCHWAY
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296641 - 1,3175.00,Revenue,20019845,MR MOHAMMED RAMZAN
OCC,Housing Services,Rent Allowance Cheques (Home Choice),F5033,30/01/2018,46296642 - 1,3200.00,Revenue,20019595,AIDAN COSTELLOE
OCC,Housing Services,Homeless Prevention,D3426,30/01/2018,46296675 - 1,850.00,Revenue,20019848,MRS CLAIRE MUIL
OCC,Housing Services,Water & Sewerage Charges,B1830,16/01/2018,47023008 - 0,910.84,Revenue,20019401,CASTLE WATER
OCC,Housing Services,Electricity,B1501,16/01/2018,47023026 - 0,5191.91,Revenue,20011411,NPOWER
OCC,Housing Services,Electricity,B1501,16/01/2018,47023028 - 0,3489.39,Revenue,20011411,NPOWER
OCC,Housing Services,Gas,B1502,23/01/2018,47023079 - 0,844.62,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Housing Services,Electricity,B1501,23/01/2018,47023119 - 1,597.87,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023121 - 1,570.76,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023123 - 1,589.18,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023125 - 1,568.41,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023127 - 1,527.65,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023129 - 1,585.89,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023130 - 0,591.68,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023132 - 0,545.07,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023134 - 0,550.92,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023138 - 0,588.66,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023140 - 0,652.71,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023142 - 0,576.92,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023144 - 0,523.54,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023146 - 0,539.29,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023148 - 0,486.84,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023150 - 0,510.17,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023152 - 0,580.04,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Electricity,B1501,23/01/2018,47023154 - 0,545.07,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Gas,B1502,23/01/2018,47023166 - 0,445.07,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Housing Services,Acquisition of Land & Property,Y001,23/01/2018,48021851 - 1,6825.00,Capital,20016580,HMRC
OCC,Community Services,Advertising & Publicity,D3802,16/01/2018,1041376 - 0,650.00,Revenue,20019735,CRYSTAL PUBLICATIONS
OCC,Community Services,General Contracted Services,D3401,19/01/2018,1041710 - 0,1125.00,Revenue,20017543,NOORANI EVENTS
OCC,Community Services,Cleaning Materials,B1601,09/01/2018,1042195 - 0,416.79,Revenue,20016920,ALLIANCE DISPOSABLES LTD
OCC,Community Services,Consultants Fees,D3411,09/01/2018,1042268 - 0,1825.00,Revenue,20019792,LOUISE ATKIN ASSOCIATES LTD
OCC,Community Services,Repossession Prevention Fund,D3434,09/01/2018,1042276 - 0,13000.00,Revenue,20009045,TOWN & COUNTRY PLANNING ASSOCI
OCC,Community Services,Furniture & Equipment Purchase,D3001,09/01/2018,1042299 - 0,1175.72,Revenue,20016526,FLEXIFORM BUSINESS FURNITURE LTD
OCC,Community Services,General Contracted Services,D3401,09/01/2018,1042304 - 0,2750.00,Revenue,20014128,RIGHT DIRECTIONS (MANAGEMENT) LTD
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1042317 - 0,34813.00,Revenue,20019681,PROLUDIC LTD
OCC,Community Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042397 - 0,5400.00,Revenue,20019359,MITIE PROPERTY SERVICES (UK) LTD
OCC,Community Services,Security Services,D3418,09/01/2018,1042403 - 0,462.50,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Books & Publications,D3302,16/01/2018,1042476 - 0,780.00,Revenue,20003025,PETE RUSSELL
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1042511 - 0,1950.00,Revenue,20018929,AQUILA TRAINING SERVICES LTD
OCC,Community Services,Awards / Prizes,D3705,09/01/2018,1042520 - 0,1000.00,Revenue,20018503,THE GIFT VOUCHER SHOP
OCC,Community Services,Advertising & Publicity,D3802,16/01/2018,1042617 - 0,1200.00,Revenue,20003025,PETE RUSSELL
OCC,Community Services,Services Maintenance (Planned),B1103,09/01/2018,1042618 - 0,4190.25,Revenue,20018926,OXFORDSHIRE PAT TESTING LTD
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1042620 - 0,480.00,Revenue,20003025,PETE RUSSELL
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1042623 - 0,1648.00,Revenue,20016989,BACKSTAGE SUPPLIES LTD
OCC,Community Services,Grants,D3701,09/01/2018,1042637 - 0,2000.00,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
OCC,Community Services,Security Services,D3418,16/01/2018,1042647 - 0,1095.00,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Security Services,D3418,09/01/2018,1042648 - 0,3510.00,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Waste Disposal & Skip Hire,D3420,09/01/2018,1042673 - 0,481.50,Revenue,20019539,DATASOLUTIONS 2016 LTD T/AS RESTORE DATASHRED
OCC,Community Services,Provisions,D3101,09/01/2018,1042684 - 0,2334.50,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Town Hall Catering Recharge,D3104,09/01/2018,1042684 - 1,6633.04,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Equipment Hire Charges,D3006,09/01/2018,1042686 - 0,1045.00,Revenue,20003374,CITY AUDIO VISUAL
OCC,Community Services,Grants,D3701,09/01/2018,1042690 - 0,510.00,Revenue,20015597,OXFORDSHIRE MIND
OCC,Community Services,Main Contractor,Y021,09/01/2018,1042743 - 0,65579.16,Capital,20000225,FERGAL CONTRACTING CO LTD
OCC,Community Services,General Contracted Services,D3401,30/01/2018,1042789 - 0,1000.00,Revenue,20019755,M JOLLEY CONSULTANCY LTD
OCC,Community Services,Instructors & Coaching Fees,D3413,09/01/2018,1042796 - 0,825.00,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042832 - 0,714.00,Revenue,20018479,GET SUPPORT IT SERVICES LIMITED
OCC,Community Services,Consultants Fees,D3411,16/01/2018,1042837 - 0,2220.00,Revenue,20019317,NEIL STEVENSON
OCC,Community Services,Main Contractor,Y021,16/01/2018,1042841 - 0,1549.00,Capital,20015973,CBG CONSULTANTS LTD
OCC,Community Services,Special Events,D3807,09/01/2018,1042855 - 0,798.00,Revenue,20017675,S27 EVENTS LTD T/A BHK
OCC,Community Services,Cleaning Materials,B1601,30/01/2018,1042888 - 0,437.64,Revenue,20018021,UNISAN
OCC,Community Services,Security Services,D3418,30/01/2018,1042889 - 0,2565.00,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Main Contractor,Y021,16/01/2018,1042892 - 0,3375.00,Capital,20019481,JESSOP & COOK ARCHITECTS LTD
OCC,Community Services,Grants,D3701,16/01/2018,1042946 - 0,4200.00,Revenue,20002893,CHERWELL DISTRICT COUNCIL
OCC,Community Services,Security Services,D3418,30/01/2018,1042952 - 0,615.00,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1042958 - 1,783.39,Revenue,20003172,RENTOKIL INITIAL SERVICES NO1
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1042977 - 0,1000.00,Revenue,20002063,BARTON COMMUNITY ASSOCIATION
OCC,Community Services,Special Events,D3807,16/01/2018,1042979 - 0,7381.37,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
OCC,Community Services,Subscriptions,D3703,16/01/2018,1042986 - 0,495.00,Revenue,20014231,CONFERENCES UK LIMITED
OCC,Community Services,Grants,D3701,16/01/2018,1042991 - 0,945.00,Revenue,20014881,GLL (GREENWICH LEISURE LTD)
OCC,Community Services,General Contracted Services,D3401,30/01/2018,1043005 - 0,1350.00,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,General Contracted Services,D3401,23/01/2018,1043006 - 0,1500.00,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Security Services,D3418,16/01/2018,1043029 - 0,566.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,16/01/2018,1043030 - 0,1362.43,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Furniture & Equipment Purchase,D3001,16/01/2018,1043035 - 0,1185.00,Revenue,20014610,OFFICE FURNITURE ONLINE
OCC,Community Services,General Contracted Services,D3401,16/01/2018,1043047 - 0,6000.00,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,Consultants Fees,D3411,16/01/2018,1043048 - 0,6911.50,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,Waste Disposal & Skip Hire,D3420,23/01/2018,1043062 - 0,470.50,Revenue,20019539,DATASOLUTIONS 2016 LTD T/AS RESTORE DATASHRED
OCC,Community Services,Waste Disposal & Skip Hire,D3420,23/01/2018,1043063 - 0,512.00,Revenue,20019539,DATASOLUTIONS 2016 LTD T/AS RESTORE DATASHRED
OCC,Community Services,Furniture & Equipment Maintenance & Repairs,D3002,30/01/2018,1043078 - 0,987.00,Revenue,20015096,CPS MANUFATURING CO
OCC,Community Services,Consultants Fees,D3411,30/01/2018,1043092 - 0,835.00,Revenue,20019317,NEIL STEVENSON
OCC,Community Services,Consultants Fees,D3411,23/01/2018,1043093 - 0,856.40,Revenue,20019317,NEIL STEVENSON
OCC,Community Services,Security Services,D3418,23/01/2018,1043106 - 0,566.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,23/01/2018,1043107 - 0,452.80,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,23/01/2018,1043109 - 0,566.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,30/01/2018,1043110 - 0,566.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Main Contractor,Y021,23/01/2018,1043118 - 0,258358.00,Capital,20015211,FUSION LIFESTYLE
OCC,Community Services,Main Contractor,Y021,30/01/2018,1043229 - 0,7045.00,Capital,20000397,WINDRUSH DOOR & WINDOW SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,30/01/2018,1043263 - 0,1755.00,Revenue,20016215,BODY POLITIC DANCE LTD
OCC,Community Services,Main Contractor,Y021,30/01/2018,1043320 - 0,28500.00,Capital,20000225,FERGAL CONTRACTING CO LTD
OCC,Community Services,General Contracted Services,D3401,30/01/2018,1043363 - 0,2340.00,Revenue,20019540,DIGITAL ARTIST RESIDENCY
OCC,Community Services,Security Services,D3418,30/01/2018,1043365 - 0,566.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,30/01/2018,1043367 - 0,434.93,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
