Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021253_1,654.45,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021254_2,2264.5,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021256_1,2656.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021257_1,1622.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021258_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021259_1,3744,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021260_1,1036.95,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021261_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021262_1,684.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021263_1,696.85,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021264_1,907.04,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021265_1,750.46,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021266_1,701.37,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021267_1,705.87,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021268_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021269_1,1561.27,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021275_1,599.92,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021277_1,544.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021278_1,799.7,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021279_1,515.25,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021280_1,629.61,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021283_1,614.29,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021285_1,528.48,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021294_1,1072.14,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021295_1,677.59,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021296_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021297_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021420_2,874.74,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021421_0,816.94,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021422_2,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021423_0,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021424_2,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021425_0,775.15,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021426_2,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021435_1,2430.4,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021471_1,765.35,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021503_1,680.16,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021523_1,668.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021542_1,3821.31,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021676_0,586.72,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021677_2,688.11,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021678_0,591.76,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021687_1,1104.21,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021688_1,744.29,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021689_1,1444.4,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021690_1,835.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021691_1,714.86,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021692_1,830.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021693_1,697.49,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021694_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021695_1,720.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021696_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021702_1,1313.57,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021708_1,509.94,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021709_1,589,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021710_1,3688.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021711_1,1049.29,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021713_1,1739.78,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021714_1,5201.61,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021716_1,937.21,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021886_2,1262.63,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021896_1,1305.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021951_1,667.08,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021952_1,793.15,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021953_1,654.58,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021954_1,513.9,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021956_1,1068.6,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021961_1,656.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021962_1,1431.71,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,00:00:00,60021963_1,695.69,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022095_2,773.35,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022098_0,1141.74,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022099_2,706.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022100_0,569.68,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022101_2,629.42,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022102_0,714.16,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022103_2,576.9,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022140_1,3104.82,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022143_1,590.73,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022146_2,1303.74,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022150_2,6885.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022168_2,1874.41,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022169_1,4792.59,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022172_1,747.32,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022173_1,654.58,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022174_1,654.58,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022175_1,667.08,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022176_1,654.58,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022180_1,3261.52,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022193_1,631.63,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022194_1,739.55,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022195_1,691.9,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022196_1,1193.69,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022232_2,943.68,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022233_0,592.03,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022234_2,652.09,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022235_0,591.85,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022241_0,576.11,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,00:00:00,60022244_1,524.12,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022248_1,1317.44,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022259_1,3096,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Contract Plant Hire,C2402,00:00:00,60022050_1,600,Revenue,20002282,M&J ENGINEERS LTD
Oxford City Council,Direct Services,Contract Plant Hire,C2402,00:00:00,60022051_1,510,Revenue,20002282,M&J ENGINEERS LTD
Oxford City Council,Direct Services,Main Contractor,Y021,00:00:00,1004657_1,12786,Capital,20002296,METRIC GROUP LIMITED
Oxford City Council,Direct Services,Main Contractor,Y021,00:00:00,1006533_1,14160,Capital,20002296,METRIC GROUP LIMITED
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60018404_1,527.4,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60018726_1,596.16,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60018737_1,2378.95,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60019162_1,848.1,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60020263_0,584.13,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60021184_0,803.71,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021658_0,967.43,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021856_0,1104.19,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60021861_1,1248.61,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60022129_1,567.14,Revenue,20002299,C BREWER & SONS LTD
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60018276_0,572.35,Revenue,20002335,OXFORD FENCING SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,00:00:00,60018906_2,613.11,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Suspense,Materials,D3021,00:00:00,60019017_1,760,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Direct Services,Protective Clothing,D3201   ,00:00:00,60019277_1,922.48,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60019278_1,1298.64,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,00:00:00,60019279_1,1059.25,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Direct Services,Tools,D3023,00:00:00,60021378_0,690.99,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Direct Services,Protective Clothing,D3201,00:00:00,60021389_2,568.8,Revenue,20002347,REXEL UK LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103   ,00:00:00,60019731_1,1306.36,Revenue,20002351,PHS GROUP PLC
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,00:00:00,60021442_1,7654.22,Revenue,20002351,PHS GROUP PLC
Oxford City Council,"Leisure, Parks & Communities",Fertiliser & Weedkillers,D3026,00:00:00,1004796_1,1459.5,Revenue,20002370,RIGBY TAYLOR LTD
Oxford City Council,"Leisure, Parks & Communities",Materials,D3021,00:00:00,1006399_1,835.21,Revenue,20002370,RIGBY TAYLOR LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,00:00:00,47975289_2,519.52,Revenue,20002387,AEBI SCHMIDT UK LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,00:00:00,47975564_2,452.15,Revenue,20002387,AEBI SCHMIDT UK LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,00:00:00,47975564_3,70.21,Revenue,20002387,AEBI SCHMIDT UK LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,00:00:00,47975616_1,106.16,Revenue,20002387,AEBI SCHMIDT UK LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,00:00:00,47975616_2,529.47,Revenue,20002387,AEBI SCHMIDT UK LTD
Oxford City Council,Law and Governance,Furniture & Equipment Purchase,D3001,00:00:00,1005602_1,1824,Revenue,20002389,SHAW & SONS LTD
Oxford City Council,Direct Services,Sign Shop Materials,D3018   ,00:00:00,60019889_1,1147,Revenue,20002393,SIGNPOST SOLUTIONS LTD T/AS SIGNFIX
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,00:00:00,1004795_1,975,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1005182_1,1594.43,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1005264_1,1342.69,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Customer Services,Electricity,B1501,00:00:00,1005639_1,1177.96,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,00:00:00,1005640_1,1051.97,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Customer Services,Electricity,B1501,00:00:00,1005685_1,737.96,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,1005700_1,3958.34,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1005940_1,1651.81,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1005961_1,1732.55,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1005997_1,1105.79,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1005998_1,1162.52,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1006000_1,1166.15,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1006005_1,708.64,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1006006_1,632.25,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1006160_1,3030.49,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1006161_1,2262.28,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,00:00:00,1006167_1,1002.94,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,00:00:00,1006171_1,692.07,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,00:00:00,1006231_1,780.79,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,00:00:00,1006234_1,500.16,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1006632_1,1755.08,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Electricity,B1501,00:00:00,1006692_1,1272.14,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1006695_1,1442.13,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,00:00:00,1006795_1,535.41,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281165_1,645.57,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281165_2,-394.41,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281165_3,355.64,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_1,1368.29,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_10,13.84,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_11,1582.51,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_12,4551.4,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_13,1899.56,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_14,2409.57,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_15,86.7,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_16,223.6,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_17,105.26,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_18,126.88,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_2,1258.52,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_3,215.51,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_4,10.71,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_5,353.06,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_6,2200.96,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_7,1651.83,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_8,20311.83,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281720_9,17.53,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Housing and Property,Electricity,B1501,00:00:00,46281891_1,4841.7,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Housing and Property,Electricity,B1501,00:00:00,46281891_2,-65.49,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281908_1,-35.27,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281908_2,3681.38,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281908_3,1067.26,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281908_4,-96.48,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,HRA,Electricity,B1501,00:00:00,46281908_5,1426.88,Revenue,20002402,SOUTHERN ELECTRIC PLC
Oxford City Council,Direct Services,Protective Clothing,D3201   ,00:00:00,47975409_1,5837.6,Revenue,20002409,BERENDSEN UK LTD
Oxford City Council,HRA,Water & Sewerage Charges,B1830,00:00:00,1004436_1,849.91,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Regeneration and Major Projects Team,Water & Sewerage Charges,B1830,00:00:00,1004637_1,747.29,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Regeneration and Major Projects Team,Water & Sewerage Charges,B1830,00:00:00,1004781_1,544.53,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Regeneration and Major Projects Team,Water & Sewerage Charges,B1830,00:00:00,1004782_1,1747.19,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Direct Services,Water & Sewerage Charges,B1830,00:00:00,1005013_1,1011.95,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Regeneration and Major Projects Team,Water & Sewerage Charges,B1830,00:00:00,1005172_1,1336.9,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Direct Services,Water & Sewerage Charges,B1830,00:00:00,1005181_1,699.86,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,HRA,Water & Sewerage Charges,B1830,00:00:00,1005296_1,1269.11,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,HRA,Water & Sewerage Charges,B1830,00:00:00,1005310_1,990.95,Revenue,20002423,THAMES WATER UTILITIES LTD
Oxford City Council,Regeneration and Major Projects Team,Water & Sewerage Charges,B1830,00:00:00,1005338_1,1074.02,Revenue,20002423,THAMES WATER UTILITIES LTD
