Client,Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Community Services,General Contracted Services,D3401,24/10/2017,1040787 - 0,550,Revenue,20008609,BAKERS COMMERCIAL SERVICES LTD
OCC,Community Services,Services Maintenance (Planned),B1103,24/10/2017,1040825 - 0,490,Revenue,20000210,BARKER & EVANS LTD
OCC,Community Services,General Contracted Services,D3401,24/10/2017,1040826 - 0,2098.64,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,General Contracted Services,D3401,24/10/2017,1040827 - 0,700,Revenue,20010837,DICK RUDMAN
OCC,Community Services,General Contracted Services,D3401,07/11/2017,1040855 - 0,800,Revenue,20016631,QUEST & NBS
OCC,Community Services,Consultants Fees,D3411,07/11/2017,1040874 - 0,1225,Revenue,20019399,WENDY FLINT
OCC,Community Services,Security Services,D3418,24/10/2017,1040885 - 0,4212,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Consultants Fees,D3411,14/11/2017,1040895 - 0,1363.6,Revenue,20019399,WENDY FLINT
OCC,Community Services,Staff Advertising,A0702,31/10/2017,1040933 - 0,750,Revenue,20015377, GUARDIAN NEWS & MEDIA LTD
OCC,Community Services,Contract Printing (External),D3303,05/12/2017,1040943 - 0,2153.38,Revenue,20011610,KINGDOM SIGNS LIMITED
OCC,Community Services,General Contracted Services,D3401,31/10/2017,1040951 - 0,3986.42,Revenue,20016705,SOUTHERN ELECTRIC POWER DISTRIBUTION PLC
OCC,Community Services,General Contracted Services,D3401,31/10/2017,1040957 - 0,1000,Revenue,20019536,MADE WITH JOY LTD
OCC,Community Services,Cleaning Materials,B1601,14/11/2017,1041014 - 0,505.41,Revenue,20016920,ALLIANCE DISPOSABLES LTD
OCC,Community Services,Performing Rights Fees,D3704,31/10/2017,1041023 - 0,2538.42,Revenue,20008145,THE PERFORMING RIGHTS SOCIETY
OCC,Community Services,Consultants Fees,D3411,14/11/2017,1041032 - 0,660,Revenue,20019658,JANE LINTHWAITE
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041054 - 0,17578.9,Revenue,20016382,BLACHERE ILLUMINATION
OCC,Community Services,Main Contractor,Y021,31/10/2017,1041055 - 0,593851,Capital,20015211,FUSION LIFESTYLE
OCC,Community Services,Grants,D3701,21/11/2017,1041061 - 0,2215,Revenue,20018935,COASTERS AT RESPONSE
OCC,Community Services,Photocopying/Paper Supplies,D3306,07/11/2017,1041099 - 1,586.55,Revenue,20002121,CANON (UK) LTD
OCC,Community Services,Security Services,D3418,14/11/2017,1041123 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,General Contracted Services,D3401,07/11/2017,1041130 - 0,900,Revenue,20015374,MIRANDA LAURENCE
OCC,Community Services,Security Services,D3418,21/11/2017,1041137 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,21/11/2017,1041138 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041156 - 0,6313,Revenue,20016382,BLACHERE ILLUMINATION
OCC,Community Services,Provisions,D3101,07/11/2017,1041157 - 0,1432.66,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Town Hall Catering Recharge,D3104,07/11/2017,1041157 - 1,3303.8,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Instructors & Coaching Fees,D3413,14/11/2017,1041190 - 0,750,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,General Contracted Services,D3401,07/11/2017,1041208 - 0,770,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,Main Contractor,Y021,14/11/2017,1041254 - 0,1687.5,Capital,20019481,JESSOP & COOK ARCHITECTS LTD
OCC,Community Services,Security Services,D3418,14/11/2017,1041258 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,14/11/2017,1041259 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,14/11/2017,1041260 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Security Services,D3418,28/11/2017,1041261 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Special Events,D3807,28/11/2017,1041282 - 0,4425,Revenue,20018238,ORIGIN TECHNICAL PRODUCTIONS
OCC,Community Services,Special Events,D3807,28/11/2017,1041283 - 0,1241.25,Revenue,20018238,ORIGIN TECHNICAL PRODUCTIONS
OCC,Community Services,Consultants Fees,D3411,14/11/2017,1041290 - 0,1670,Revenue,20019317,NEIL STEVENSON
OCC,Community Services,Security Services,D3418,28/11/2017,1041304 - 0,3510,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Security Services,D3418,28/11/2017,1041324 - 0,1155,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,Main Contractor,Y021,05/12/2017,1041329 - 0,175593.04,Capital,20018944,FOSSE CONTRACT LIMITED
OCC,Community Services,Reactive Maintenance & Minor Repairs,B1101,14/11/2017,1041331 - 0,714,Revenue,20018479,GET SUPPORT IT SERVICES LIMITED
OCC,Community Services,Main Contractor,Y021,14/11/2017,1041346 - 0,84841.87,Capital,20000225,FERGAL CONTRACTING CO LTD
OCC,Community Services,Consultants Fees,D3411,05/12/2017,1041364 - 0,1500,Revenue,20019300,Katie Norgrove T/A Cultural Consulting
OCC,Community Services,Consultants Fees,D3411,05/12/2017,1041365 - 0,1950,Revenue,20019300,Katie Norgrove T/A Cultural Consulting
OCC,Community Services,Services Maintenance (Planned),B1103,28/11/2017,1041368 - 0,1446.68,Revenue,20015973,CBG CONSULTANTS LTD
OCC,Community Services,Grants,D3701,14/11/2017,1041392 - 0,1000,Revenue,20017430,CARTERTON COMMUNITY COLLEGE
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041447 - 0,585,Revenue,20016215,BODY POLITIC DANCE LTD
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041451 - 0,1350,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1041461 - 0,3150,Revenue,20011183,SELECT SECURITY & STEWARDING LIMITED
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041476 - 0,10960,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041532 - 0,783.39,Revenue,20003172,RENTOKIL INITIAL SERVICES NO1
OCC,Community Services,Grants,D3701,21/11/2017,1041542 - 0,15000,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Community Services,General Contracted Services,D3401,21/11/2017,1041554 - 0,30000,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,Grants,D3701,28/11/2017,1041566 - 0,2000,Revenue,20019515,SOUTH OXFORDSHIRE FOOD & EDUCATION ALLIANCE
OCC,Community Services,Main Contractor,Y021,12/12/2017,1041670 - 0,990,Capital,20013257,CITY INSULATION CONTRACTORS LIMITED
OCC,Community Services,Provisions,D3101,28/11/2017,1041675 - 0,720,Revenue,20019409,SAN REMOSCC CAF�
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1041679 - 0,450,Revenue,20019272,DIVERSITI UK
OCC,Community Services,Grants,D3701,28/11/2017,1041680 - 0,2000,Revenue,20014935,COMPUTERISED & DIGITAL SECURITY SYSTEMS LTD
OCC,Community Services,Security Services,D3418,12/12/2017,1041724 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Consultants Fees,D3411,28/11/2017,1041739 - 0,900,Revenue,20012225,VAGA ASSOCIATES
OCC,Community Services,Organ & Piano Maintenance,D3008,28/11/2017,1041744 - 0,656,Revenue,20006985,BISHOP & SON
OCC,Community Services,Provisions,D3101,28/11/2017,1041748 - 0,882.5,Revenue,20009224,LAMB CATERING LTD
OCC,Community Services,Security Services,D3418,12/12/2017,1041752 - 0,60000,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
OCC,Community Services,Main Contractor,Y021,28/11/2017,1041755 - 0,3758,Capital,20015951,MACE LIMITED
OCC,Community Services,Materials,D3021,12/12/2017,1041771 - 0,1475,Revenue,20018976,SILK GROUP LTD
OCC,Community Services,Grants,D3701,28/11/2017,1041791 - 0,12500,Revenue,20015597,OXFORDSHIRE MIND
OCC,Community Services,Consultants Fees,D3411,19/12/2017,1041795 - 0,1470,Revenue,20019305,BELVEDERE PROJECT SOLUTIONS LLP
OCC,Community Services,Licences (Non-Transport),D3804,05/12/2017,1041898 - 0,1529.09,Revenue,20008145,THE PERFORMING RIGHTS SOCIETY
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1041920 - 0,600,Revenue,20019655,SATELLITE FILMS LTD
OCC,Community Services,Materials,D3021,12/12/2017,1041920 - 1,600,Revenue,20019655,SATELLITE FILMS LTD
OCC,Community Services,Instructors & Coaching Fees,D3413,05/12/2017,1041945 - 0,600,Revenue,20015243,KAM RAVAL
OCC,Community Services,Uniforms,D3202,27/12/2017,1041958 - 0,2444.5,Revenue,20014286,ELMER COTTON SPORTS
OCC,Community Services,Grants,D3701,05/12/2017,1041959 - 0,3234,Revenue,20002401,SOUTH OXFORDSHIRE DISTRICT COUNCIL
OCC,Community Services,Grants,D3701,05/12/2017,1041960 - 0,2550,Revenue,20008674,VALE OF THE WHITE HORSE DISTRICT COUNCIL
OCC,Community Services,Main Contractor,Y021,27/12/2017,1041995 - 0,2005,Capital,20009825,MAYLARCH ENVIRONMENTAL LTD
OCC,Community Services,Provisions,D3101,05/12/2017,1042005 - 0,1314.41,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Town Hall Catering Recharge,D3104,05/12/2017,1042005 - 1,5064.1,Revenue,20017894,OTHC LEMON ZEST
OCC,Community Services,Special Events,D3807,05/12/2017,1042009 - 0,1354,Revenue,20019318,RJCC EVENTS
OCC,Community Services,Security Services,D3418,19/12/2017,1042010 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Special Events,D3807,05/12/2017,1042011 - 0,1580,Revenue,20017017,ANN LAING FLOWERS
OCC,Community Services,Goods For Resale,D3011,12/12/2017,1042037 - 0,788.38,Revenue,20017366,REX INTERNATIONAL
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1042050 - 0,1712.5,Revenue,20019781,ATH FILM
OCC,Community Services,Furniture & Equipment Purchase,D3001,19/12/2017,1042060 - 0,1395.9,Revenue,20008520,NEWAUTO LTD
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1042120 - 0,585,Revenue,20016215,BODY POLITIC DANCE LTD
OCC,Community Services,Consultants Fees,D3411,12/12/2017,1042124 - 0,740,Revenue,20019317,NEIL STEVENSON
OCC,Community Services,Security Services,D3418,27/12/2017,1042125 - 1,1747.5,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1042126 - 0,6000,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,Consultants Fees,D3411,12/12/2017,1042127 - 0,6911.5,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,Consultants Fees,D3411,12/12/2017,1042128 - 0,1670,Revenue,20019317,NEIL STEVENSON
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1042143 - 0,1000,Revenue,20017870,LUNAS DANCE PROJECT
OCC,Community Services,General Contracted Services,D3401,12/12/2017,1042150 - 0,845.8,Revenue,20014881,GLL (GREENWICH LEISURE LTD)
OCC,Community Services,General Contracted Services,D3401,27/12/2017,1042176 - 0,5480,Revenue,20014935,COMPUTERISED & DIGITAL SECURITY SYSTEMS LTD
OCC,Community Services,Security Services,D3418,27/12/2017,1042178 - 0,566,Revenue,20018420,SHOWSEC INTERNATIONAL LTD
OCC,Community Services,Advertising & Publicity,D3802,12/12/2017,1042188 - 0,655,Revenue,20018143,J W RUDDOCK & SONS LTD
OCC,Community Services,Provisions,D3101,27/12/2017,1042204 - 0,882.5,Revenue,20009224,LAMB CATERING LTD
OCC,Community Services,Consultants Fees,D3411,27/12/2017,1042214 - 0,2000,Revenue,20019304,Marilyn Scott
OCC,Community Services,Advertising & Publicity,D3802,19/12/2017,1042249 - 0,445,Revenue,20018450,CLEAR AND CREATIVE COMMUNICATIONS
OCC,Community Services,Security Services,D3418,27/12/2017,1042267 - 0,505,Revenue,20009730,R & R FRONTLINE SERVICES LTD
OCC,Community Services,General Contracted Services,D3401,19/12/2017,1042321 - 0,1350,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,Main Contractor,Y021,19/12/2017,1042348 - 0,4525,Capital,20019481,JESSOP & COOK ARCHITECTS LTD
OCC,Community Services,General Contracted Services,D3401,27/12/2017,1042365 - 0,2000,Revenue,20019740,ANYA FOX
OCC,Community Services,General Contracted Services,D3401,27/12/2017,1042382 - 0,24746.7,Revenue,20016762,IAN NOLAN EVENTS LTD
OCC,Community Services,General Contracted Services,D3401,27/12/2017,1042425 - 0,8490,Revenue,20018465,ENGLISH TABLE TENNIS ASSOCIATION LTD
OCC,Community Services,General Contracted Services,D3401,27/12/2017,1042485 - 0,600,Revenue,20016981,SCOPE SECURITY LTD
OCC,Community Services,General Contracted Services,D3401,27/12/2017,1042578 - 0,900,Revenue,20010837,DICK RUDMAN
OCC,Community Services,Main Contractor,Y021,27/12/2017,1042584 - 1,4000,Capital,20015951,MACE LIMITED
OCC,Community Services,Contributions,D3702,03/10/2017,46295414 - 1,1459,Revenue,20008698,OXFORD HOMELESS PATHWAYS
OCC,Community Services,Grants,D3701,03/10/2017,46295424 - 1,2750,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,10/10/2017,46295444 - 1,2000,Revenue,20019695,AFRICAN FAMILIES IN THE UK (CIC)
OCC,Community Services,Grants,D3701,10/10/2017,46295445 - 1,500,Revenue,20002063,BARTON COMMUNITY ASSOCIATION
OCC,Community Services,Awards / Prizes,D3705,10/10/2017,46295446 - 1,20000,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Community Services,General Contracted Services,D3401,10/10/2017,46295467 - 1,6588.56,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,General Contracted Services,D3401,17/10/2017,46295514 - 1,950,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,17/10/2017,46295527 - 1,8000,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
OCC,Community Services,Grants,D3701,17/10/2017,46295528 - 1,1500,Revenue,20018382,EXPERIENCE OXFORDSHIRE
OCC,Community Services,Contributions,D3702,17/10/2017,46295530 - 1,9399,Revenue,20008184,CITIZENS ADVICE BUREAU
OCC,Community Services,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 19,2211.9,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 20,663.97,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 22,2194.77,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 30,2524.59,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 43,1219.35,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,17/10/2017,46295531 - 45,1005,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Grants,D3701,17/10/2017,46295543 - 1,42992,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,Grants,D3701,17/10/2017,46295543 - 2,6134.28,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Community Services,Consultants Fees,D3411,24/10/2017,46295546 - 3,42,Revenue,20011499,TOPS
OCC,Community Services,Consultants Fees,D3411,24/10/2017,46295546 - 9,42,Revenue,20011499,TOPS
OCC,Community Services,Grants,D3701,17/10/2017,46295549 - 1,19510,Revenue,20010077,"BLACKBIRD LEYS N""HOOD SUPPORT SCHEME"
OCC,Community Services,Grants,D3701,17/10/2017,46295568 - 1,1000,Revenue,20019738,FLUID MOTION
OCC,Community Services,General Contracted Services,D3401,17/10/2017,46295570 - 1,1000,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,17/10/2017,46295576 - 1,1000,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,17/10/2017,46295577 - 1,969,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Contributions,D3702,24/10/2017,46295604 - 1,1000,Revenue,20009133,BLACKBIRD LEYS ADVENTURE PLAYGROUND
OCC,Community Services,Contributions,D3702,24/10/2017,46295611 - 1,500,Revenue,20002063,BARTON COMMUNITY ASSOCIATION
OCC,Community Services,Grants,D3701,24/10/2017,46295616 - 1,5000,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
OCC,Community Services,Grants,D3701,24/10/2017,46295617 - 1,900,Revenue,20018891,OXFORD AGAINST CUTTING
OCC,Community Services,Grants,D3701,24/10/2017,46295618 - 1,1000,Revenue,20019743,SYRIAN SISTERS
OCC,Community Services,Grants,D3701,24/10/2017,46295621 - 1,2000,Revenue,20009131,FILM OXFORD
OCC,Community Services,Grants,D3701,24/10/2017,46295622 - 1,2000,Revenue,20002085,FUSION-OXFORD'S COMMUNITY ARTS AGENCY LIMITED
OCC,Community Services,Grants,D3701,24/10/2017,46295623 - 1,5000,Revenue,20011717,OVADA LIMITED
OCC,Community Services,Grants,D3701,31/10/2017,46295665 - 1,21869.5,Revenue,20009161,ROSE HILL & DONNINGTON ADVICE CENTRE LTD
OCC,Community Services,Contributions,D3702,31/10/2017,46295675 - 1,500,Revenue,20016775,THE OXFORD ACADEMY
OCC,Community Services,Contributions,D3702,31/10/2017,46295676 - 1,500,Revenue,20015846,DONNINGTON TENANTS & RESIDENTS ASSOCIATION
OCC,Community Services,Grants,D3701,31/10/2017,46295683 - 1,2000,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,31/10/2017,46295719 - 1,11865.52,Revenue,20019143,ST MUNGOS
OCC,Community Services,Grants,D3701,31/10/2017,46295719 - 2,58313.08,Revenue,20019143,ST MUNGOS
OCC,Community Services,Grants,D3701,07/11/2017,46295747 - 1,4000,Revenue,20011717,OVADA LIMITED
OCC,Community Services,Grants,D3701,07/11/2017,46295788 - 1,1250,Revenue,20019747,THE CHILDREN'S ALLOTMENT
OCC,Community Services,Grants,D3701,07/11/2017,46295789 - 1,55854,Revenue,20009163,OXFORD COMMUNITY WORK AGENCY L
OCC,Community Services,Training Short Courses,A0602,21/11/2017,46295800 - 1,3000,Revenue,20002331,OXFORD BROOKES UNIVERSITY
OCC,Community Services,Advertising & Publicity,D3802,07/11/2017,46295809 - 1,550,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,Grants,D3701,07/11/2017,46295810 - 1,1000,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,General Contracted Services,D3401,07/11/2017,46295811 - 1,931.35,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Consultants Fees,D3411,28/11/2017,46295829 - 7,42,Revenue,20011499,TOPS
OCC,Community Services,Consultants Fees,D3411,28/11/2017,46295829 - 21,99,Revenue,20011499,TOPS
OCC,Community Services,Contributions,D3702,14/11/2017,46295830 - 1,3000,Revenue,20014826,OXFORD PRESERVATION TRUST
OCC,Community Services,Grants,D3701,14/11/2017,46295831 - 1,50000,Revenue,20008184,CITIZENS ADVICE BUREAU
OCC,Community Services,Grants,D3701,14/11/2017,46295832 - 1,50000,Revenue,20008184,CITIZENS ADVICE BUREAU
OCC,Community Services,Grants,D3701,14/11/2017,46295833 - 1,10934,Revenue,20012251,OXFORDSHIRE COMMUNITY VOLUNTARY ACTION (OCVA)
OCC,Community Services,Grants,D3701,14/11/2017,46295834 - 1,500,Revenue,20010162,OXFORD FRIEND
OCC,Community Services,Grants,D3701,14/11/2017,46295835 - 1,940,Revenue,20019569,IN2SCIENCEUK
OCC,Community Services,Contributions,D3702,14/11/2017,46295851 - 1,500,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Cycle Scheme,A0965,14/11/2017,46295881 - 2,3,Revenue,20014779,CYCLESCHEME LIMITED
OCC,Community Services,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 1,456.01,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 6,1769.52,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 7,2437.59,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 8,360.85,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 21,2536.98,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,14/11/2017,46295891 - 43,2053.91,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Grants,D3701,21/11/2017,46295909 - 1,4000,Revenue,20009717,ARK T CENTRE
OCC,Community Services,Contributions,D3702,21/11/2017,46295910 - 1,1200,Revenue,20009649,BARTON UNITED FOOTBALL CLUB
OCC,Community Services,Contributions,D3702,21/11/2017,46295930 - 1,629.64,Revenue,20017842,WOLVERCOTE YOUNG PEOPLES CLUB LTD
OCC,Community Services,Grants/Donations/Contributions,K9141,21/11/2017,46295952 - 1,2500,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,28/11/2017,46295973 - 1,750,Revenue,20010189,MODERN ART OXFORD
OCC,Community Services,Grants/Donations/Contributions,K9141,24/11/2017,46296006 - 1,500,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,Contributions,D3702,05/12/2017,46296008 - 1,500,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Contributions,D3702,05/12/2017,46296009 - 1,1000,Revenue,20017532,JOHN HENRY NEWMAN ACADEMY
OCC,Community Services,Contributions,D3702,05/12/2017,46296010 - 1,500,Revenue,20017532,JOHN HENRY NEWMAN ACADEMY
OCC,Community Services,Contributions,D3702,05/12/2017,46296014 - 1,1000,Revenue,20009133,BLACKBIRD LEYS ADVENTURE PLAYGROUND
OCC,Community Services,Contributions,D3702,05/12/2017,46296024 - 1,800,Revenue,20018105,WOOD FARM PARENT & TODDLER GROUP
OCC,Community Services,General Contracted Services,D3401,05/12/2017,46296030 - 1,1125,Revenue,20017543,NOORANI EVENTS
OCC,Community Services,Grants/Donations/Contributions,K9141,05/12/2017,46296060 - 1,500,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,05/12/2017,46296089 - 1,1000,Revenue,20002063,BARTON COMMUNITY ASSOCIATION
OCC,Community Services,Grants,D3701,05/12/2017,46296090 - 1,800,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,Grants,D3701,05/12/2017,46296091 - 1,500,Revenue,20000019,GRANT PAYMENTS
OCC,Community Services,General Contracted Services,D3401,05/12/2017,46296095 - 1,1000,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,General Contracted Services,D3401,05/12/2017,46296096 - 1,1000,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,General Contracted Services,D3401,05/12/2017,46296113 - 1,3794,Revenue,20000000,GENERAL EXPENSES
OCC,Community Services,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 1,126.67,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 6,1769.52,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 7,2680.8,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 8,89.08,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 20,2664.79,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Temporary Bureau Staffing,A0108,12/12/2017,46296115 - 43,1433.42,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Community Services,Contributions,D3702,12/12/2017,46296131 - 1,1200,Revenue,20009649,BARTON UNITED FOOTBALL CLUB
OCC,Community Services,Consultants Fees,D3411,27/12/2017,46296138 - 18,42,Revenue,20011499,TOPS
OCC,Community Services,Consultants Fees,D3411,12/12/2017,46296143 - 1,10000,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Community Services,Grants,D3701,12/12/2017,46296144 - 1,21128,Revenue,20002085,FUSION-OXFORD'S COMMUNITY ARTS AGENCY LIMITED
OCC,Community Services,Electricity,B1501,17/10/2017,47021886 - 0,1328.7,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,17/10/2017,47021889 - 1,5141.96,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,17/10/2017,47021891 - 1,7723.52,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,24/10/2017,47021909 - 0,2672.03,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,24/10/2017,47021910 - 1,3074.44,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,24/10/2017,47021913 - 0,13145.27,Revenue,20011411,NPOWER
OCC,Community Services,Gas,B1502,24/10/2017,47021927 - 0,522.14,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,24/10/2017,47021931 - 0,2541.37,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,24/10/2017,47021934 - 1,1245.39,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,24/10/2017,47021935 - 0,915.76,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,24/10/2017,47021939 - 0,2286.9,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,24/10/2017,47021948 - 1,1317.44,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,24/10/2017,47021953 - 0,452.74,Revenue,20007602,TOTAL GAS & POWER LTD
OCC,Community Services,Gas,B1502,21/11/2017,47022491 - 0,864.84,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Community Services,Electricity,B1501,21/11/2017,47022638 - 0,1099.57,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,21/11/2017,47022639 - 1,3249.83,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,21/11/2017,47022642 - 0,11889.95,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,21/11/2017,47022643 - 1,1691.36,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,21/11/2017,47022650 - 0,5386.41,Revenue,20011411,NPOWER
OCC,Community Services,Electricity,B1501,21/11/2017,47022652 - 0,9288.23,Revenue,20011411,NPOWER
OCC,Community Services,Water & Sewerage Charges,B1830,28/11/2017,47022779 - 0,2031.29,Revenue,20019401,CASTLE WATER
OCC,Community Services,Water & Sewerage Charges,B1830,05/12/2017,47022787 - 0,552.29,Revenue,20019401,CASTLE WATER
