body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,Type,supplier_id,supplier_name
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028231_0,840,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028232_2,1795,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028233_0,1352.4,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028234_2,1628.64,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028235_0,894.15,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028255_0,1680,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021,11/11/2014,60028291_0,751.49,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,11/11/2014,60028324_2,794.8,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028604_0,1344,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028605_2,1344,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028608_0,840,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028610_0,14769.84,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028611_2,6561.64,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,18/11/2014,60028859_1,887.95,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,18/11/2014,60028879_1,1182.07,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,25/11/2014,60029009_1,672,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029307_0,1360.8,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,04/12/2014,60029371_0,855.53,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029374_2,1008,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029381_0,840,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029394_2,977.6,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029395_0,596.1,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029397_0,1016.4,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029409_0,1795,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029413_0,958.13,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029422_2,1509.38,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029423_0,1680,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,04/12/2014,60029430_2,925.42,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029434_2,1680,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,04/12/2014,60029558_2,821.12,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021,09/12/2014,60029594_0,698.88,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021,09/12/2014,60029597_2,987.27,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,09/12/2014,60029940_1,1436,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,16/12/2014,60030407_1,1640,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,23/12/2014,60030755_0,840,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,23/12/2014,60030759_1,1344,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_2,13434.8,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_3,1842,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_4,333.9,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_5,1402.53,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_6,276.36,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_7,43.71,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_8,123.48,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976928_9,70,Capital,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977724_0,784,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977724_1,58.1,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977735_2,1433.6,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977735_3,109.2,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Suspense,Materials,D3021   ,09/12/2014,47977870_0,569.96,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Human Resources & Facilities,Uniforms,D3202,07/10/2014,1009252_1,661.97,Revenue,20002034,ARCO LTD
Oxford City Council,Environmental Development,Protective Clothing,D3201,28/10/2014,1009590_1,639.75,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Protective Clothing,D3201,23/12/2014,1011468_1,3.2,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Protective Clothing,D3201,23/12/2014,1011468_2,51.8,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Protective Clothing,D3201,23/12/2014,1011468_3,75.12,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Protective Clothing,D3201,23/12/2014,1011468_4,230.32,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Tools,D3023,23/12/2014,1011468_5,46.95,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Protective Clothing,D3201,23/12/2014,1011468_6,85.36,Revenue,20002034,ARCO LTD
Oxford City Council,"Leisure, Parks & Communities",Tools,D3023,23/12/2014,1011468_7,42.54,Revenue,20002034,ARCO LTD
Oxford City Council,Direct Services,Materials,D3021   ,14/10/2014,60026957_1,753.3,Revenue,20002034,ARCO LTD
Oxford City Council,Direct Services,Materials,D3021,16/12/2014,60030132_0,517.91,Revenue,20002034,ARCO LTD
Oxford City Council,Direct Services,Materials,D3021,16/12/2014,60030134_0,582.18,Revenue,20002034,ARCO LTD
Oxford City Council,Finance,Subscriptions,D3703,21/10/2014,1009456_1,2300,Revenue,20002045,AUDIT COMMISSION
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,14/10/2014,46281584_1,7000,Revenue,20002085,FUSION
Oxford City Council,HRA,Rent,B1701,16/12/2014,1011091_1,1000,Revenue,20002099,CANAL & RIVER TRUST
Oxford City Council,Direct Services,General Contracted Services,D3401,28/10/2014,1009409_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,General Contracted Services,D3401,28/10/2014,1009410_1,543.13,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,25/11/2014,1010278_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,25/11/2014,1010303_1,543.13,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,23/12/2014,1011285_1,543.13,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,23/12/2014,1011286_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,General Contracted Services,D3401,28/10/2014,46283468_1,21.33,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Toilet Requisites,B1604,28/10/2014,46283468_10,22.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,"Policy, Culture and Communication",Toilet Requisites,B1604,28/10/2014,46283468_11,4.8,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,"Leisure, Parks & Communities",Toilet Requisites,B1604,28/10/2014,46283468_12,9.63,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_13,4.8,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,"Leisure, Parks & Communities",Toilet Requisites,B1604,28/10/2014,46283468_14,65.4,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,"Leisure, Parks & Communities",Toilet Requisites,B1604,28/10/2014,46283468_15,25.47,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_2,62.52,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_3,14.43,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_4,86.97,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_5,17.43,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Housing and Property,Toilet Requisites,B1604,28/10/2014,46283468_6,9.63,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,General Contracted Services,D3401,28/10/2014,46283468_7,76.71,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_8,81.9,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Regeneration and Major Projects Team,Toilet Requisites,B1604,28/10/2014,46283468_9,258.69,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,21/10/2014,1009519_1,757.21,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,21/10/2014,1009520_1,1568.03,Revenue,20002121,CANON (UK) LTD
Oxford City Council,City Development,Photocopying/Paper Supplies,D3306,28/10/2014,1009613_1,933.59,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,11/11/2014,1010015_1,529.58,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,23/12/2014,1011359_1,1724.43,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,23/12/2014,1011360_1,2173.19,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,23/12/2014,1011365_1,789.76,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,23/12/2014,1011366_1,1067.37,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47977013_0,11935,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47977013_1,1220,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47977013_2,690,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47977013_3,280,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47977013_4,45,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_1,18846,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_2,200,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_3,55,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_4,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_5,550,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_6,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_7,195,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_8,6195,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,18/11/2014,47977517_9,6285,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_0,8721,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_1,180,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_2,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_3,245,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_4,205,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_5,2570,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_6,562.5,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_7,20,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_8,280,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977787_9,250,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_0,8721,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_1,180,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_11,250,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_2,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_3,245,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_4,205,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_5,2570,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_6,562.5,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_7,20,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977801_8,280,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_10,280,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_11,250,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_2,8721,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_3,180,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_4,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_5,245,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_6,205,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_7,2570,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_8,562.5,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977835_9,20,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_10,280,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_11,250,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_2,8721,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_3,180,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_4,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_5,245,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_6,205,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_7,2570,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_8,562.5,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/12/2014,47977865_9,20,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_10,705,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_11,2525,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_12,51705,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_13,440,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_14,3300,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_15,1800,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_16,1281,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_17,1295,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_18,500,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_19,485,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_2,70425,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_20,4724,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_21,895,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_22,575,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_3,777,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_4,252.5,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_5,252.5,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_6,675,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_7,1111,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_8,160,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976884_9,888,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_0,82131,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_1,49680,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_10,1295,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_11,3300,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_12,1800,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_13,950,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_14,750,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_15,4724,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_16,485,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_17,895,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_18,300,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_19,990,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_2,15276,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_20,705,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_3,580,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_4,100,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_5,630,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_6,310,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_7,260,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_8,500,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,07/10/2014,47976885_9,1281,Capital,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,28/10/2014,47977265_2,901.28,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,11/11/2014,47977473_0,786.99,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977717_2,361.13,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977717_3,361.13,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_10,208.95,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_11,64.84,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_2,20.17,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_3,196.62,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_4,5.56,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_5,208.95,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_6,64.83,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_7,20.17,Revenue,20002168,DENNIS EAGLE LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,04/12/2014,47977751_8,196.61,Revenue,20002168,DENNIS EAGLE LTD
