Body_Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,10/11/2015,46287752_6,50,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Direct Services,Fire Alarms and Emergency Lighting,B1241,10/11/2015,46287752_7,43.74,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Direct Services,Fire Alarms and Emergency Lighting,B1241,10/11/2015,46287752_8,240,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Direct Services,Fire Alarms and Emergency Lighting,B1241,10/11/2015,46287752_9,185.01,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Community Services,Services Maintenance (Planned),B1103,01/12/2015,46288089_1,678,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,08/12/2015,46288117_1,995,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,HRA,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_1,9850.24,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,HRA,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_2,330,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_3,180,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_4,875,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Direct Services,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_5,127.5,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Direct Services,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_6,205,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_7,105,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,08/12/2015,46288120_8,420,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,HRA,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_1,7739.98,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,HRA,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_2,40,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_3,2753.76,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_4,47.49,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_5,394.5,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_6,137.49,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_7,50,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_8,180,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Housing and Property,Fire Alarms and Emergency Lighting,B1241,22/12/2015,46288327_9,40,Revenue,20002568,PYROTEC SERVICES LTD
Oxford City Council,Direct Services,Materials,D3021,01/12/2015,1023370_1,988.21,Revenue,20002617,W G POWELL
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,20/10/2015,46287516_1,2532.18,Revenue,20002633,ADT FIRE & SECURITY
Oxford City Council,Suspense,Materials,D3021,06/10/2015,60044796_0,615.67,Revenue,20002653,H TUCKWELL & SONS LTD
Oxford City Council,Direct Services,Materials,D3021   ,13/10/2015,60044885_0,651.7,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046532_0,602,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047856_1,688.2,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Oxford City Council,Direct Services,Uniforms,D3202,10/11/2015,1022015_1,1599,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044607_0,686.85,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021   ,13/10/2015,60044890_1,1239.8,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045279_1,792.65,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,27/10/2015,60045456_2,514.5,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,03/11/2015,60045929_1,959,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,03/11/2015,60045931_1,947.5,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,10/11/2015,60046108_1,1074.5,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,10/11/2015,60046109_1,706.35,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046538_0,852,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047252_0,1376.3,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047253_2,1183.9,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047307_0,788.7,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047311_0,717.05,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047599_0,505.85,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,60048628_2,893.65,Revenue,20002680,OXFORD SAFETY SUPPLIES
Oxford City Council,Direct Services,Sign Shop Materials,D3018   ,17/11/2015,60046391_2,626.64,Revenue,20002698,SPANDEX  LTD.  (UK)  COLLECTIONS
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,20/10/2015,60045018_1,695,Revenue,20002712,CLEANSING SERVICE GROUP LTD
Oxford City Council,Community Services,Special Events,D3807,13/10/2015,1021555_1,815,Revenue,20002720,CARBON COLOUR COMPANY LTD
Oxford City Council,HRA,Subscriptions,D3703,10/11/2015,1022335_1,700,Revenue,20002758,HQN LIMITED
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,06/10/2015,1021169_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,06/10/2015,1021170_1,805,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,13/10/2015,1021344_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,13/10/2015,1021345_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,03/11/2015,1021823_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,10/11/2015,1022258_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,10/11/2015,1022260_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,17/11/2015,1022505_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,17/11/2015,1022545_1,918,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,17/11/2015,1022565_1,956.25,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,17/11/2015,1022566_1,943.5,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,17/11/2015,1022567_1,943.5,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,17/11/2015,1022568_1,943.5,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/11/2015,1022733_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,01/12/2015,1022984_1,510,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,01/12/2015,1022985_1,739.5,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023938_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023940_1,908.09,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023941_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023944_1,914.27,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023945_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023947_1,840.14,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023948_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023952_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023954_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,15/12/2015,1023956_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,22/12/2015,1023962_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,22/12/2015,1023963_1,851,Revenue,20002820,BADENOCH & CLARK LTD
Oxford City Council,Community Services,Contributions,D3702,01/12/2015,46288075_1,11000,Revenue,20002893,CHERWELL DISTRICT COUNCIL
Oxford City Council,Housing and Property,Rent,B1701,13/10/2015,1021146_1,2554.74,Revenue,20002929,ENVIRONMENT AGENCY
Oxford City Council,Law and Governance,Contract Printing (External),D3303,17/11/2015,1021400_1,612.41,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,HRA,Stamp Duty & Other Legal Fees,D3415,13/10/2015,1021723_1,2348.93,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Law and Governance,Consultants Fees,D3411,13/10/2015,1021724_1,6417.16,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Business Improvement,Contract Printing (External),D3303,27/10/2015,1022152_1,11128,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Assistant Chief Executive,Grants,D3701,17/11/2015,1022460_1,10000,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Community Services,General Contracted Services,D3401,10/11/2015,1022660_1,9671,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Business Improvement,General Contracted Services,D3401,15/12/2015,1022715_1,206531.01,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Business Improvement,General Contracted Services,D3401,15/12/2015,1022732_1,207534.52,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Business Improvement,Contract Printing (External),D3303,17/11/2015,1022738_1,1486,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Law and Governance,Consultants Fees,D3411,24/11/2015,1022856_1,3992.9,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Planning & Regulatory,Stamp Duty & Other Legal Fees,D3415,01/12/2015,1022973_1,505.25,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,CDC & NDC,Early Retirement Capitalised Cost,A0712,15/12/2015,1023225_1,29291.53,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Community Services,Consultants Fees,D3411,22/12/2015,1023424_1,3666,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Business Improvement,Contract Printing (External),D3303,22/12/2015,1024210_1,9974,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Direct Services,Tipping Charges,D3421,27/10/2015,60045493_0,64142.99,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Direct Services,Tipping Charges,D3421,27/10/2015,60045494_1,76658.46,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,HRA,Rent,B1701,13/10/2015,1021045_1,2227,Revenue,20002952,LINCOLN COLLEGE
Oxford City Council,HRA,Rent,B1701,22/12/2015,1024190_1,2227,Revenue,20002952,LINCOLN COLLEGE
Oxford City Council,Law and Governance,General Contracted Services,D3401,03/11/2015,1022252_1,2470,Revenue,20002955,PORTAKABIN LIMITED
Oxford City Council,Regeneration and Major Projects Team,Direct Services,Y237,27/10/2015,60045528_1,7770,Capital,20002955,PORTAKABIN LIMITED
Oxford City Council,Regeneration and Major Projects Team,Direct Services,Y237,27/10/2015,60045529_1,942.85,Capital,20002955,PORTAKABIN LIMITED
Oxford City Council,Community Services,Conferences,D3602,06/10/2015,1021342_1,520,Revenue,20002984,CHARTERED INSTITUTE HOUSING
Oxford City Council,Community Services,Conferences,D3602,06/10/2015,1021357_1,520,Revenue,20002984,CHARTERED INSTITUTE HOUSING
Oxford City Council,Housing and Property,Short Courses,A0622,13/10/2015,1021358_1,2300,Revenue,20002984,CHARTERED INSTITUTE HOUSING
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,01/12/2015,1022902_1,737,Revenue,20002998,JBL
Oxford City Council,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,06/10/2015,60044718_0,1810.8,Revenue,20002998,JBL
Oxford City Council,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002   ,01/12/2015,60047316_2,621.83,Revenue,20003038,P&J DUST EXTRACTION LTD
Oxford City Council,Direct Services,Advertising & Publicity,D3802,13/10/2015,1021722_1,1925,Revenue,20003094,YARNTON NURSERIES LLP
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1021617_1,8848.9,Capital,20003134,D J CULLEN LTD.
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,08/12/2015,1021998_1,3651,Capital,20003134,D J CULLEN LTD.
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,08/12/2015,1023796_1,3320,Capital,20003134,D J CULLEN LTD.
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,15/12/2015,1024038_1,540,Capital,20003134,D J CULLEN LTD.
Oxford City Council,Law and Governance,Books & Publications,D3302,22/12/2015,1024140_1,3520,Revenue,20003169,THE LAW SOCIETY
Oxford City Council,Community Services,Contract Cleaning,B1602,13/10/2015,1020384_1,687.38,Revenue,20003172,RENTOKIL INITIAL SERVICES NO1
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,47982805_2,542.69,Revenue,20003218,BOC LTD
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044519_1,1566.23,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045066_1,1201.67,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,10/11/2015,60046214_2,2426.84,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,10/11/2015,60046215_0,1382.9,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,24/11/2015,60046711_0,1969.3,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047262_0,2277.83,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,01/12/2015,60047298_2,543.98,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047410_2,1910.1,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,60047479_1,1835.56,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047912_1,699.56,Revenue,20003233,AKW MEDICARE LIMITED
Oxford City Council,Business Improvement,Equipment Hire Charges,D3006,24/11/2015,1023075_1,1180,Revenue,20003374,CITY AUDIO VISUAL
Oxford City Council,Housing and Property,Consultants Fees,D3411,13/10/2015,1021496_1,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Oxford City Council,Housing and Property,Consultants Fees,D3411,29/12/2015,1024043_1,1416.67,Revenue,20003549,BOSSOMS BOATYARD LTD
Oxford City Council,Direct Services,Plants,D3025,10/11/2015,1022358_1,872,Revenue,20003592,BARCHAM TREES PLC
Oxford City Council,Direct Services,Plants,D3025,10/11/2015,1022359_1,4862,Revenue,20003592,BARCHAM TREES PLC
Oxford City Council,Community Services,General Contracted Services,D3401,24/11/2015,1022456_1,10000,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
Oxford City Council,Community Services,Grants,D3701,01/12/2015,1022543_1,1125.85,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
Oxford City Council,Community Services,General Contracted Services,D3401,01/12/2015,1022551_1,24425.49,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
Oxford City Council,Community Services,General Contracted Services,D3401,01/12/2015,1022685_1,24019.29,Revenue,20003616,THAMES VALLEY POLICE AUTHORITY
Oxford City Council,Law and Governance,Postage & Carriage,D3501,13/10/2015,1021441_1,1693.53,Revenue,20003730,ROYAL MAIL
Oxford City Council,Law and Governance,Postage & Carriage,D3501,10/11/2015,1022217_1,1214.58,Revenue,20003730,ROYAL MAIL
Oxford City Council,Direct Services,Postage & Carriage,D3501,08/12/2015,1023443_1,1447.48,Revenue,20003730,ROYAL MAIL
Oxford City Council,Community Services,Special Events,D3807,06/10/2015,1021509_1,1000,Revenue,20003842,LITTLEMORE COMMUNITY ASSOCIATION
Oxford City Council,Community Services,General Contracted Services,D3401,27/10/2015,1022139_1,700,Revenue,20003842,LITTLEMORE COMMUNITY ASSOCIATION
Oxford City Council,Community Services,Contributions,D3702,06/10/2015,46287258_1,1000,Revenue,20003842,LITTLEMORE COMMUNITY ASSOCIATION
Oxford City Council,Financial Services,Consultants Fees,D3411,27/10/2015,1021543_1,35640,Revenue,20003925,PRICEWATERHOUSECOOPERS LLP
Oxford City Council,Law and Governance,Subscriptions,D3703,29/12/2015,1024561_1,2995,Revenue,20004110,LGIU
Oxford City Council,Community Services,Grants,D3701,20/10/2015,46287465_1,8907.5,Revenue,20004323,ELMORE COMMUNITY SERVICES
Oxford City Council,Community Services,Grants,D3701,08/12/2015,46288131_1,1395,Revenue,20004324,THE GATEHOUSE
Oxford City Council,Community Services,Grants,D3701,17/11/2015,46287833_1,13750,Revenue,20004327,THE PORCH
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,13/10/2015,46287355_1,2314.58,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,03/11/2015,46287654_1,2449.93,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,08/12/2015,46288119_1,16924.48,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,08/12/2015,46288119_2,511.71,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,Direct Services,Lift Maintenance / Servicing,B1203,08/12/2015,46288119_3,438.1,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,HRA,Lift Maintenance / Servicing,B1203,22/12/2015,46288328_1,1610.73,Revenue,20004494,COTSWOLD LIFTS LTD
Oxford City Council,Business Improvement,Main Contractor,Y021,27/10/2015,1019877_1,4995,Capital,20004528,SHAW TRUST LIMITED
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287561_1,1000,Revenue,20004720,THE ARCHWAY FOUNDATION
Oxford City Council,Planning & Regulatory,Main Contractor,Y021,06/10/2015,48021306_1,1377.94,Capital,20004730,LITTLEMORE PARISH COUNCIL
Oxford City Council,Suspense,CIL Capital Reciepts in Advance,W3001,13/10/2015,46287363_1,1663.5,Revenue,20004751,BLACKBIRD LEYS PARISH COUNCIL
Oxford City Council,Law and Governance,General Contracted Services,D3401,20/10/2015,1021641_1,3066.65,Revenue,20004863,PRESERVATION EQUIPMENT LTD
Oxford City Council,Community Services,General Contracted Services,D3401,20/10/2015,1021923_1,518.33,Revenue,20004902,WESTWOOD COUNTRY HOTEL
Oxford City Council,Community Services,General Contracted Services,D3401,17/11/2015,1022001_1,896.33,Revenue,20004902,WESTWOOD COUNTRY HOTEL
Oxford City Council,Business Improvement,Consultants Fees,D3411,06/10/2015,1018850_1,2250,Revenue,20004995,OLM SYSTEMS LTD T/A HYTEC INFORMATION
Oxford City Council,Community Services,Contributions,D3702,10/11/2015,46287723_1,1000,Revenue,20005002,WEST OXFORD COMMUNITY ASSOC.
Oxford City Council,Community Services,Contributions,D3702,15/12/2015,46288180_1,600,Revenue,20005002,WEST OXFORD COMMUNITY ASSOC.
Oxford City Council,Housing and Property,Professional Fees,A0151,22/12/2015,1023725_1,5060.47,Revenue,20005047,MAGDALEN COLLEGE OXFORD
Oxford City Council,Direct Services,Short Courses,A0622,22/12/2015,1024066_1,721.4,Revenue,20005058,RADIODETECTION LTD
Oxford City Council,Planning & Regulatory,Staff Advertising,A0702,27/10/2015,1021575_1,750,Revenue,20005063,CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH
Oxford City Council,Direct Services,Other Licences And Fees,C2203,20/10/2015,47982014_0,3300,Revenue,20005132,VISION TECHNIQUES LTD
Oxford City Council,Direct Services,Other Licences And Fees,C2203,01/12/2015,47982594_2,300,Revenue,20005132,VISION TECHNIQUES LTD
Oxford City Council,Direct Services,Other Licences And Fees,C2203,01/12/2015,47982594_3,300,Revenue,20005132,VISION TECHNIQUES LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,22/12/2015,47983015_0,2946.5,Revenue,20005132,VISION TECHNIQUES LTD
Oxford City Council,Organisational Development,Compliance Training (H&S),A0630,15/12/2015,1023812_0,900,Revenue,20005249,READING BOROUGH COUNCIL
Oxford City Council,Law and Governance,Compliance Training (H&S),A0630,15/12/2015,1023813_0,840,Revenue,20005249,READING BOROUGH COUNCIL
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/11/2015,60046600_1,1180,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
Oxford City Council,Direct Services,Short Term Vehicle Hire,C2304,08/12/2015,47982746_2,630,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Short Term Vehicle Hire,C2304,08/12/2015,47982746_3,320,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_10,72,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_11,16.9,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_12,0.55,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_13,0.41,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_14,72,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_15,75,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_16,50,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_2,112.5,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_3,144.2,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_4,58.9,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_5,12.94,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_6,1.18,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_7,6.28,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_8,228.5,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,47982772_9,75,Revenue,20005675,ECON ENGINEERING LTD
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044437_0,2461.8,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,06/10/2015,60044566_2,671,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045354_1,948.6,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,27/10/2015,60045405_0,2059.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,03/11/2015,60045729_0,1994.56,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,03/11/2015,60046029_0,818.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021,24/11/2015,60046790_1,871.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047228_0,671,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047289_2,1069.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047290_0,871.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047293_1,1069.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047294_1,1029.6,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047297_1,2059.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
