body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,caporrev,supplier_id,supplier_name
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,28/01/2014,60015039_1,1208.18,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,28/01/2014,60015040_1,1296.47,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,28/01/2014,60015041_1,1108.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,28/01/2014,60015042_1,1137.50,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015289_0,3137.85,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015392_1,1060.74,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015394_1,950.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015454_1,1612.01,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015459_1,1365.72,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015461_1,672.93,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015464_1,736.85,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015465_1,562.18,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015466_1,547.12,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015469_1,619.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015470_1,606.24,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015474_1,707.76,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015476_1,1172.53,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015477_1,625.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015478_1,597.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015482_1,561.55,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015483_1,593.63,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015530_0,1376.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015537_1,811.23,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015538_1,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015555_0,791.52,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015556_2,1671.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015557_0,2257.50,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015561_0,1435.63,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015564_2,1292.83,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/02/2014,60015566_2,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,04/02/2014,60015573_0,2496.10,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015731_1,1102.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015733_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015734_1,869.30,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015736_1,4633.51,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015752_1,551.77,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015753_1,924.58,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015754_1,503.65,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015755_2,718.18,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015756_0,567.75,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015760_0,575.41,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015761_2,667.39,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015762_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015765_2,994.29,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015766_0,504.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015768_0,557.64,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015769_2,1177.45,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015770_0,645.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015778_0,709.92,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015779_2,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015780_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015797_2,2187.72,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015805_2,5718.82,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015808_0,4334.80,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015809_2,6964.89,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015810_0,2702.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015811_2,2014.07,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015812_0,3197.57,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015813_2,8606.28,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015815_2,1226.20,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015817_2,1462.40,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60015831_2,3128.85,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015840_0,1242.47,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015851_2,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015857_2,911.09,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015864_0,1333.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015872_0,755.72,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015877_2,1614.42,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015890_0,1151.12,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,11/02/2014,60015913_1,1190.94,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,11/02/2014,60016001_2,1100.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016020_0,1477.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,18/02/2014,60016024_0,1682.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,18/02/2014,60016025_2,3605.97,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016044_0,1493.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016047_2,1443.71,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016163_1,958.05,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016164_1,550.93,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016172_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016181_1,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/02/2014,60016197_1,668.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016209_1,636.75,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016210_1,509.80,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016211_1,675.16,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016216_1,1087.04,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016217_1,895.40,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016218_1,786.53,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016278_1,546.25,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016279_1,577.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016280_1,952.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016281_1,711.79,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016282_1,523.96,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016283_1,6042.37,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016311_1,892.50,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016312_1,1587.83,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/02/2014,60016320_1,1106.99,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016323_1,565.51,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016325_1,701.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016326_1,779.20,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016327_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016328_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016329_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016330_1,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016331_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016332_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016344_1,750.53,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016381_1,701.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016443_0,1106.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/02/2014,60016444_2,1198.34,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016594_1,1571.33,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016596_1,2266.05,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016636_1,961.87,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016637_1,548.50,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016638_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016639_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016640_1,1301.03,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016641_1,675.95,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016642_1,750.53,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016644_1,764.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016645_1,1212.12,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016665_2,842.32,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016666_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016670_0,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016673_2,575.82,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016681_2,760.56,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016682_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016690_2,1188.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016693_0,1692.08,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016696_2,4377.29,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016697_0,792.46,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016702_0,764.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016703_2,820.99,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016704_0,701.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016705_2,673.92,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016706_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016707_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016714_0,875.97,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016733_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016735_2,701.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016736_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016740_0,628.93,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016742_0,525.57,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016747_2,1090.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016763_2,1030.50,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016765_2,587.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016769_2,779.20,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016923_2,1039.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016956_1,1243.64,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016961_1,630.38,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016962_1,608.19,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/03/2014,60016963_1,1714.60,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,11/03/2014,60017100_2,808.03,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017101_0,779.20,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017102_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017104_1,701.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017105_1,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017106_1,753.17,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017107_1,764.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017108_1,745.98,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017114_1,1494.85,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,11/03/2014,60017147_2,2475.08,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017219_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017220_0,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017221_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017222_0,701.54,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017223_2,681.64,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017224_0,820.99,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017225_2,862.10,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017226_0,778.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017227_2,709.92,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017261_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017262_0,908.69,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021,11/03/2014,60017264_0,560.31,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017268_0,617.90,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017269_2,532.92,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017270_0,674.32,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017272_0,512.98,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017274_0,624.87,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017276_0,641.55,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017277_2,530.79,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,11/03/2014,60017278_0,541.67,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/03/2014,60017395_2,660.43,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/03/2014,60017449_1,834.48,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,25/03/2014,60017566_2,750.53,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Oxford City Council,Direct Services,Materials,D3021   ,25/03/2014,60017583_0,536.60,Revenue,20002254,GRAFTON MERCHANTING GB LTD
