Body Name,Organisatonal Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Oxford City Council,Direct Services,General Contracted Services,D3401   ,27/05/2015,60038517_0,4995,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,30/06/2015,60040002_0,1846,Revenue,20000244,OXFORD REFRIGERATION LTD
Oxford City Council,Housing and Property,Shop Frontages,B1105,12/05/2015,46285765_1,583.95,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Housing and Property,Shop Frontages,B1105,12/05/2015,46285765_2,2127.84,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Shop Frontages,B1105,12/05/2015,46285765_3,282.4,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Housing and Property,Shop Frontages,B1105,12/05/2015,46285765_4,491.04,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,23/06/2015,46286293_1,3000,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,28/04/2015,60037196_1,2348.67,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,28/04/2015,60037197_0,3207.93,Revenue,20000249,SSE CONTRACTING LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,07/04/2015,60035930_0,1050,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036630_1,1149.01,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,21/04/2015,60036892_1,2238.41,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,06/05/2015,60037598_0,915.83,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,19/05/2015,60038179_0,657.54,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,19/05/2015,60038180_1,897.6,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038455_0,749.62,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,09/06/2015,60039080_0,1050,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039486_0,6850,Revenue,20000258,L A WOOD (OXON) LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,14/04/2015,1015132_1,970.5,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,12/05/2015,1016117_1,986,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,23/06/2015,1017481_1,911.6,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,07/04/2015,60035841_2,687.06,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,07/04/2015,60035842_0,674.54,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,07/04/2015,60035843_2,684.66,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,07/04/2015,60035844_0,509.32,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,07/04/2015,60035845_2,649.68,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,07/04/2015,60035859_2,607.29,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,HRA,Fire Damage & Other Equipment Repairs,B1305   ,07/04/2015,60036091_1,530,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,HRA,Asbestos Work,B1106,14/04/2015,60036531_2,1069,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,14/04/2015,60036532_0,648,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,14/04/2015,60036535_1,694,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421,14/04/2015,60036537_1,552,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,21/04/2015,60036855_0,782,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,21/04/2015,60036856_2,514,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037035_0,925.66,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,28/04/2015,60037189_0,2614.18,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,28/04/2015,60037190_1,2612.68,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,28/04/2015,60037191_0,4680,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108   ,28/04/2015,60037192_1,2640,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,12/05/2015,60037760_1,770,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,12/05/2015,60037762_1,662,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,27/05/2015,60038341_0,1681.74,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,27/05/2015,60038342_1,679.52,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Suspense,Materials,D3021   ,27/05/2015,60038354_1,863.72,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,27/05/2015,60038506_1,742,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,27/05/2015,60038507_0,590,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,09/06/2015,60038906_0,2340,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108   ,09/06/2015,60038907_1,1830,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108   ,09/06/2015,60038908_0,1830,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108   ,09/06/2015,60038909_1,1188,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Suspense,Materials,D3021   ,09/06/2015,60039045_1,735.32,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,HRA,Asbestos Work,B1106   ,09/06/2015,60039220_0,999,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,09/06/2015,60039224_0,648,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,16/06/2015,60039468_0,658,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,HRA,Asbestos Work,B1106   ,16/06/2015,60039469_1,964,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,16/06/2015,60039471_1,700,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,16/06/2015,60039524_0,772,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,16/06/2015,60039528_0,718,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Tipping Charges,D3421   ,16/06/2015,60039529_1,526,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108   ,23/06/2015,60039691_0,660,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,23/06/2015,60039861_0,2808,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401   ,23/06/2015,60039862_1,1869.07,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108   ,30/06/2015,60040316_0,1716,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,06/05/2015,60037478_0,5975,Revenue,20000267,JOHN SHEEHAN (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040067_1,65052.21,Revenue,20000267,JOHN SHEEHAN (OXFORD) LTD
Oxford City Council,Direct Services,Sign Shop Materials,D3018   ,28/04/2015,60037204_1,3492,Revenue,20000278,B & M ENGINEERS LIMITED
Oxford City Council,Direct Services,Sign Shop Materials,D3018   ,23/06/2015,60039883_0,620.8,Revenue,20000278,B & M ENGINEERS LIMITED
Oxford City Council,Direct Services,General Contracted Services,D3401,14/04/2015,60036419_1,9980.5,Revenue,20000284,GORMAN SURFACING LIMITED
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,14/04/2015,46285402_1,891.92,Revenue,20000286,D E & H V HUSSEY
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,12/05/2015,46285764_1,548.61,Revenue,20000286,D E & H V HUSSEY
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,19/05/2015,46285809_1,664.07,Revenue,20000286,D E & H V HUSSEY
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,12/05/2015,48021206_1,720,Capital,20000286,D E & H V HUSSEY
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,19/05/2015,48021221_1,945,Capital,20000286,D E & H V HUSSEY
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101   ,07/04/2015,60036152_2,1350,Revenue,20000286,D E & H V HUSSEY
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101   ,19/05/2015,60038008_1,526.2,Revenue,20000286,D E & H V HUSSEY
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,28/04/2015,46285599_1,1722.98,Revenue,20000293,TUNSTALL TELECOM LIMITED
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,28/04/2015,46285599_2,95.42,Revenue,20000293,TUNSTALL TELECOM LIMITED
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,23/06/2015,46286287_1,1536.18,Revenue,20000293,TUNSTALL TELECOM LIMITED
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,23/06/2015,46286287_2,95.42,Revenue,20000293,TUNSTALL TELECOM LIMITED
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,23/06/2015,46286288_1,1536.18,Revenue,20000293,TUNSTALL TELECOM LIMITED
Oxford City Council,HRA,Controlled Entry Maintenance,B1243,23/06/2015,46286288_2,95.42,Revenue,20000293,TUNSTALL TELECOM LIMITED
Oxford City Council,HRA,Main Contractor,Y021,06/05/2015,1015855_1,3707.25,Capital,20000314,MARK GROUP LTD
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,09/06/2015,46286150_1,5236.76,Revenue,20000386,OTIS LIMITED
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/04/2015,1015043_1,690,Revenue,20000397,WINDRUSH DOOR & WINDOW SERVICES LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,07/04/2015,60036038_1,3900,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,07/04/2015,60036044_1,655.2,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,07/04/2015,60036046_1,561.6,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,21/04/2015,60036904_1,655.2,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,21/04/2015,60036928_1,842.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037065_0,1370,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,28/04/2015,60037067_0,1825.2,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037071_0,624,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,06/05/2015,60037480_0,8400,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038541_0,686.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040365_1,720,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040367_1,550,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040369_1,220,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040369_2,1684.8,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040403_1,546,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Oxford City Council,HRA,Laundry Appliances,B1222,06/05/2015,46285706_1,1019.7,Revenue,20002002,AJB ENGINEERING SERVICES LTD
Oxford City Council,HRA,Laundry Appliances,B1222,06/05/2015,46285706_2,169.17,Revenue,20002002,AJB ENGINEERING SERVICES LTD
Oxford City Council,HRA,Laundry Appliances,B1222,02/06/2015,46286026_1,1019.71,Revenue,20002002,AJB ENGINEERING SERVICES LTD
Oxford City Council,HRA,Laundry Appliances,B1222,02/06/2015,46286026_2,256.17,Revenue,20002002,AJB ENGINEERING SERVICES LTD
Oxford City Council,Suspense,Materials,D3021,14/04/2015,60036263_1,635.36,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036265_1,1560,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036421_1,1184,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036422_1,1181.04,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036424_1,666,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036425_1,1184,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037027_0,1248,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037031_0,801.84,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037032_1,947.43,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037172_1,619.84,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037199_0,980.84,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037263_0,1478.52,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,28/04/2015,60037264_1,853.06,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,28/04/2015,60037265_0,1425.24,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,27/05/2015,60038343_0,637.88,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,27/05/2015,60038344_1,1136,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,27/05/2015,60038345_0,1178.08,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,27/05/2015,60038358_1,888,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,02/06/2015,60038727_1,740,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,02/06/2015,60038751_1,3509.44,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,02/06/2015,60038752_0,2286.36,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,09/06/2015,60039034_0,2124,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,09/06/2015,60039035_1,669.9,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,09/06/2015,60039037_1,853.64,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,09/06/2015,60039038_0,608.27,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,16/06/2015,60039435_1,1401.12,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,16/06/2015,60039448_0,604.8,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,16/06/2015,60039460_0,1680,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,16/06/2015,60039461_1,1680,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,16/06/2015,60039462_0,848.16,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,16/06/2015,60039464_0,932.88,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,16/06/2015,60039466_0,619.29,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,16/06/2015,60039467_1,877.37,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,23/06/2015,60039659_0,660,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,23/06/2015,60039864_1,1043.5,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021   ,30/06/2015,60040320_0,586.67,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Suspense,Materials,D3021   ,30/06/2015,60040326_0,629.37,Revenue,20002005,HANSON AGGREGATES
Oxford City Council,Direct Services,Materials,D3021,21/04/2015,47979729_2,48.4,Revenue,20002006,ATS EUROMASTER LIMITED
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,21/04/2015,47979729_3,675.87,Revenue,20002006,ATS EUROMASTER LIMITED
Oxford City Council,Direct Services,Materials,D3021,19/05/2015,47979942_1,691.26,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Direct Services,Materials,D3021,19/05/2015,47979942_2,14.7,Revenue,20002033,TENNANT UK CLEANING SOLUTIONS LTD (FORMERLY APPLIED SWEEPERS LTD)
Oxford City Council,Community Services,Tools,D3023,23/06/2015,1016917_1,1238.04,Revenue,20002034,ARCO LTD
Oxford City Council,Direct Services,Materials,D3021   ,21/04/2015,60036882_1,915.59,Revenue,20002034,ARCO LTD
Oxford City Council,Community Services,Grants,D3701,28/04/2015,46285646_1,14128,Revenue,20002085,FUSION
Oxford City Council,Housing and Property,Gas,B1502,07/04/2015,1014815_1,1708.8,Revenue,20002096,BRITISH GAS TRADING LTD
Oxford City Council,Environmental Development,Other Contributions,Y995,21/04/2015,1015368_1,72000,Capital,20002099,CANAL & RIVER TRUST
Oxford City Council,HRA,Rent,B1701,16/06/2015,1017370_1,1200,Revenue,20002099,CANAL & RIVER TRUST
Oxford City Council,Direct Services,General Contracted Services,D3401   ,09/06/2015,47980222_1,1543,Revenue,20002117,CTC WITNEY
Oxford City Council,Direct Services,Security Services,D3418,21/04/2015,1015373_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,23/06/2015,1017455_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,General Contracted Services,D3401,23/06/2015,1017456_1,543.13,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,23/06/2015,1017457_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,General Contracted Services,D3401,23/06/2015,1017458_1,543.13,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,Security Services,D3418,30/06/2015,1017459_1,4449.11,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Direct Services,General Contracted Services,D3401,30/06/2015,1017460_1,543.13,Revenue,20002120,OCS GROUP UK LTD T/A CANNON
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,14/04/2015,1015046_1,1905.49,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,21/04/2015,1015154_1,1019,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,21/04/2015,1015155_1,1395.8,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Planning & Regulatory,Photocopying/Paper Supplies,D3306,28/04/2015,1015482_1,962.54,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Planning & Regulatory,Photocopying/Paper Supplies,D3306,02/06/2015,1016572_1,697.07,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,09/06/2015,1017004_1,1404.29,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,09/06/2015,1017005_1,1032.97,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,09/06/2015,1017006_1,836.41,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,09/06/2015,1017010_1,1404.69,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,23/06/2015,1017231_1,2013.42,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,23/06/2015,1017237_1,918.85,Revenue,20002121,CANON (UK) LTD
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_10,286,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_11,1495,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_12,749,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_2,16376.75,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_3,60,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_4,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_5,45,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_6,530,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_7,30,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_8,195,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979657_9,6595,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_0,16376.75,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_1,60,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_10,749,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_2,150,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_3,45,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_4,530,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_5,30,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_6,195,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_7,6595,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_8,286,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,14/04/2015,47979664_9,1495,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,21/04/2015,47979682_0,15856.75,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,21/04/2015,47979682_1,475,Capital,20002134,HARTWELL FORD KIDLINGTON
Oxford City Council,Direct Services,Main Contractor,Y021,21/04/2015,47979682_2,150,Capital,20002134,HARTWELL FORD KIDLINGTON
